parent_asin,price,rated,Leaf_Category,Color,Chipset Brand,Operating System,Average Battery Life (in hours),RAM_Size,RAM_Type,Storage_Size,Storage_Type,Screen_Category,Brand_Normalized,Weight_Category
B09YVTK8LN,999.0,Highly,Traditional Laptops,Phantom Blue,NVIDIA,Windows 10 Home,6 Hours,,DDR4,512GB,SSD,Normal,Lenovo,Heavy
B09YWN484G,749.99,Highly,Traditional Laptops,Matte Black,Intel,Windows 10 Home,11.5 Hours,8GB,DDR4,512GB,SSD,Compact,Microsoft,Light
B09YXNWWMV,799.22,Decent,Traditional Laptops,Pine Grey,AMD,Windows 10,13 Hours,8GB,DDR4X,512GB,SSD,Compact,ASUS,Light
B09YYHKWPH,274.99,Highly,Traditional Laptops,Pale rose gold,Intel,Windows 11 S,10 Hours,4GB,DDR4,64GB,eMMC,Compact,HP,Light
B09YYKWCY8,221.99,Highly,Traditional Laptops,Jet Black,AMD,Windows 10 Home,9 Hours,4GB,DDR4,64GB,HDD,Compact,HP,Light
B09Z74LGN9,658.98,Highly,Traditional Laptops,Shadow Black,NVIDIA,Windows 10 Home,8 Hours,,DDR4,,SSD,Normal,Lenovo,Heavy
B09Z7P9614,569.99,Highly,Traditional Laptops,Space Gray,Apple,macOS 10.14 Mojave,12 Hours,8GB,DDR3,256GB,SSD,Compact,Apple,Heavy
B09Z9RSXP5,699.0,Decent,Traditional Laptops,Black,Intel,Windows 10 Home,,16GB,,512GB,SSD,Normal,HP,Light
B09ZHCRSJL,249.99,Highly,Traditional Laptops,Natural Silver,Intel,Chrome OS,,4GB,DDR4,64GB,SSD,Huge,Acer,Heavy
B09ZSV2K2X,799.0,Highly,Traditional Laptops,Mineral Silver,Integrated,Windows 10 Pro,10 Hours,16GB,,512GB,SSD,Normal,HP,Heavy
B09ZTB6D86,458.0,Highly,Traditional Laptops,Natural Silver,Intel,Windows 10 Home,10.25 Hours,8GB,,256GB,SSD,Normal,HP,Light
B09ZTB9LDW,619.0,Highly,2 in 1 Laptops,Natural Silver,Integrated,Windows 10 Home,9.25 Hours,8GB,DDR4,512GB,SSD,Compact,HP,Light
B09ZY8FW9V,369.99,Highly,2 in 1 Laptops,Graphite Grey-a,AMD,Windows 10 S,,4GB,DDR4,128GB,SSD,Compact,Lenovo,Light
B09ZZF8Z5G,589.99,Highly,Traditional Laptops,Fiesta Red,Intel,Chrome OS,13 Hours,8GB,DDR3,128GB,HDD,Compact,Samsung,Light
B0B1788DSZ,749.99,Decent,Traditional Laptops,Gray,Intel,Chrome OS,,,,128GB,SSD,Normal,Acer,Light
B0B17SD56J,459.99,Decent,Traditional Laptops,Silver,Intel,Chrome OS,15 Hours,8GB,DDR4X,64GB,SSD,Compact,Acer,Light
B0B1LVFX2X,1499.99,Well,Traditional Laptops,Obsidian Black,NVIDIA,Windows 10 Home,6 Hours,16GB,DDR4,512GB,SSD,Normal,Acer,Heavy
B0B285L53R,399.99,Highly,2 in 1 Laptops,Indie Black,Intel,Windows 10 S,,4GB,DDR4,128GB,SSD,Compact,ASUS,Light
B0B1P7K9W1,459.88,Highly,Traditional Laptops,Almond,Intel,Windows 10 Home,7 Hours,8GB,DDR4,256GB,SSD,Normal,Lenovo,Light
B0B1VW8N8M,699.0,Decent,Traditional Laptops,Silver,Intel,Windows 10 Home,7.5 Hours,8GB,DDR3,1TB,HDD,Normal,HP,Heavy
B0B1XND7PX,506.49,Highly,Traditional Laptops,Gray,Intel,Windows 10,8 Hours,12GB,DDR4,256GB,SSD,Normal,Lenovo,Light
B0B27KS9SK,499.98,Decent,2 in 1 Laptops,Silver,Intel,Windows 10,,12GB,,128GB,SSD,Compact,Lenovo,Light
B0BBYQVCQ9,219.0,Highly,2 in 1 Laptops,N4020,Intel,Chrome OS,10 Hours,64GB,DDR4,64GB,SSD,Compact,Lenovo,Light
B0B2BLH1ZB,242.95,Highly,Traditional Laptops,Natural Silver Aluminum & Night Teal,Qualcomm,Chrome OS,11 Hours,8GB,,64GB,SSD,Compact,HP,Heavy
B0B2ZXZ1YC,499.0,Highly,Traditional Laptops,Platinum,Intel,Windows 11 Home,13.5 Hours,8GB,DDR4X,128GB,SSD,Compact,Microsoft,Light
B0B3375FSY,647.55,Decent,Traditional Laptops,Black,Intel,Windows 11,60 minutes,32GB,DDR4,2TB,SSD,Normal,Dell,Light
B0B36YYHKM,247.99,Highly,Traditional Laptops,Platinum Grey,Intel,Windows 10 S,7.5 Hours,128GB,DDR4,,SSD,Compact,Lenovo,Heavy
B0B373LQ5V,545.0,Highly,Traditional Laptops,Abyss Blue,AMD,Windows 11,,8GB,DDR4,512GB,SSD,Normal,Lenovo,Heavy
B0B3CL33Y1,218.98,Highly,Traditional Laptops,Silver,Intel,Chrome OS,12 Hours,8GB,DDR3L,64GB,eMMC,Compact,ASUS,Light
B0B3GHTDN2,129.94,Decent,Traditional Laptops,Gray,Intel,Windows 10 Pro,8 Hours,4GB,DDR4,64GB,SSD,Compact,Evolve,Light
B0B3GJZK7F,219.0,Highly,Traditional Laptops,Silver,Intel,Chrome OS,12 Hours,4GB,DDR4,32GB,SSD,Normal,Acer,Heavy
B0B3SZRPC8,1369.0,Decent,Traditional Laptops,Silver,Intel,Windows 10 Professional 64-bit,,16GB,DDR4,1TB,SSD,Normal,Lenovo,Heavy
B0B43VNR3G,1199.22,Highly,2 in 1 Laptops,Pine Grey,Intel,Windows 10 Pro | Laptop Only,8.5 Hours,16GB,DDR4,1TB,HDD,,ASUS,Light
B0B45M1X2Y,579.0,Decent,Traditional Laptops,,Intel,Windows 11 Pro,,12GB,DDR4,512GB,SSD,Compact,Lenovo,Light
B0B48N5RMK,389.99,Highly,Traditional Laptops,,Intel,Windows 10 S,,8GB,DDR4,128GB,SSD,Normal,HP,Light
B0B4BH2P61,94.0,Highly,Traditional Laptops,Black,Intel,Chrome OS,5 Hours,4GB,,32GB,eMMC,Compact,Lenovo,Light
B0B4BJ8YQ6,299.0,Highly,Traditional Laptops,Arctic Grey,MediaTek,Chrome OS,10 Hours,4GB,DDR4,320GB,HDD,Compact,Lenovo,Heavy
B0B4BNKTWD,499.99,Well,Traditional Laptops,Blue,Intel,Windows 10 Pro,,8GB,DDR4,256GB,SSD,Normal,Lenovo,Heavy
B0B4CCBP5Y,1299.99,Highly,Traditional Laptops,Celestial Blue,NVIDIA,Windows 11 Pro,5 Hours,16GB,DDR4,1TB,SSD,,ASUS,Light
B0B4SC87HS,699.0,Highly,Laptops,Silver,Intel,Windows 10 Home,8 Hours,8GB,DDR4,512GB,SSD,Huge,Acer,Heavy
B0B4SG98S2,579.99,Decent,2 in 1 Laptops,Gray,AMD,Chrome OS,10 Hours,8GB,DDR4,128GB,SSD,Compact,Acer,Light
B0B4SH5NM6,509.95,Highly,Traditional Laptops,Pure Silver,Intel®,Windows 10 Home,,8GB,DDR4,256GB,SSD,Normal,Acer,Heavy
B0B4SJLTKL,309.99,Highly,Traditional Laptops,Silver,Intel,Windows,,4GB,DDR4,128GB,SSD,Normal,Acer,Light
B0B59KTKJX,1487.9,Highly,Traditional Laptops,Black,NVIDIA,Windows 10 Home,8 Hours,16GB,DDR4,512GB,SSD,Normal,Acer,Heavy
B0B59SM5D6,1701.97,Highly,Traditional Laptops,Black,NVIDIA,Windows 11 Home,,16GB,DDR5,512GB,SSD,Huge,Acer,Heavy
B0B5DFFJ6S,214.0,Highly,Traditional Laptops,Mineral Silver,Intel,Chrome OS,14 Hours,4GB,DDR4,,SSD,Compact,HP,Light
B0B5HVSQ2L,179.0,Highly,Traditional Laptops,Black,AMD,Chrome OS,10 Hours,4GB,DDR4,32GB,SSD,Compact,Lenovo,Light
B0B5YN4B5J,399.0,Decent,Traditional Laptops,Almond,Intel,Windows 11,,8GB,DDR4,512GB,SSD,Normal,Lenovo,Heavy
B0B6CV7N7C,1050.0,Highly,Traditional Laptops,Space Gray,Intel,MacOS 10.15 Catalina,,,DDR4,1TB,SSD,Normal,Apple,
B0B6D1RBW3,469.0,Decent,Traditional Laptops,Black,Intel,Windows 10,,16GB,DDR4,128GB,HDD,Normal,Dell,Light
B0B6GM55H7,769.0,Decent,Traditional Laptops,,Intel,Windows 11,7 Hours,16GB,DDR4,1TB,SSD,Huge,HP,Heavy
B0B6QFPPZK,493.99,Highly,Traditional Laptops,Black,Intel,Windows 10,9 Hours,16GB,DDR4,1TB,SSD,Normal,Dell,Heavy
B0B6RKZWS2,703.51,Decent,Traditional Laptops,Silver,Intel,Windows 10,19.5 Hours,16GB,DDR4,2TB,SSD,Huge,Lg,Light
B0B6RM1PQJ,1159.0,Highly,Traditional Laptops,Black,Intel,Windows 10,19 Hours,16GB,DDR4,1TB,SSD,Huge,Lg,Light
B0B6WRGDPL,527.0,Highly,Traditional Laptops,Black,,Windows 11 Home,,,,,,Normal,Dell,
B0B72PYMGX,225.0,Highly,Traditional Laptops,Onyx Black,Intel,Chrome OS,10 Hours,4GB,DDR4,64GB,SSD,Compact,Lenovo,Light
B0B75QVFC7,309.0,Decent,Traditional Laptops,,Intel,Windows 11,,4GB,DDR4,1TB,SSD,Compact,ASUS,
B0B7KFVT31,399.0,Highly,Traditional Laptops,Grey,Intel,Chrome OS,10 Hours,4GB,DDR4,320GB,HDD,Normal,Lenovo,Heavy
B0B7ZFFJ66,759.0,Highly,Traditional Laptops,Grey,Intel,Windows 11,,20GB,DDR4,2TB,SSD,Normal,Lenovo,Light
B0B82Z43MC,469.0,Highly,Traditional Laptops,,Intel,Windows 11,,16GB,DDR4,1TB,SSD,Normal,HP,Heavy
B0B84CTP9V,627.83,Well,Traditional Laptops,Graphite Gray,Intel,Windows 10 Home,11 Hours,,,512GB,SSD,Compact,Lenovo,Light
B0B86R7Z2Z,349.0,Decent,Traditional Laptops,,Intel,Windows 8,,4GB,DDR3,500GB,HDD,Normal,HP,Heavy
B0B87FS77M,899.0,Highly,Traditional Laptops,Midnight,Apple,Mac OS,,8GB,DDR4X,256GB,SSD,Compact,Apple,Heavy
B0B8MGDHWV,982.95,Decent,Traditional Laptops,Ice Blue,Intel,Windows 10 Home,11.5 Hours,8GB,DDR4,512GB,SSD,Compact,Microsoft,Light
B0B8MRLD4P,1173.59,Decent,Traditional Laptops,Matte Black,AMD,Windows 10 Home,11.5 Hours,8GB,DDR4,512GB,SSD,,Microsoft,Light
B0B91857KM,339.0,Highly,2 in 1 Laptops,Graphite Grey,Intel,Windows 11,,4GB,DDR4,128GB,SSD,Compact,Lenovo,Light
B0B92YVHK3,749.0,Decent,Traditional Laptops,Silver,Intel,Windows 11,,20GB,DDR4,25TB,SSD,Huge,HP,Heavy
B0B936LKZP,1499.95,Decent,Traditional Laptops,Matte Black,Intel,Windows 10 Home,5 Hours,16GB,DDR4,512GB,SSD,Normal,Microsoft,Light
B0B938C59K,1198.94,Highly,Traditional Laptops,Platinum,Intel,Windows 10 Home,5 Hours,8GB,DDR4,256GB,SSD,Normal,Microsoft,Light
B0B93F77VR,704.88,Highly,Traditional Laptops,Platinum,Intel,Windows 10 Home,11.5 Hours,8GB,DDR4,128GB,SSD,Compact,Microsoft,Light
B0B96DPX4L,329.34,Highly,Traditional Laptops,Platinum,Intel,Windows 10,,8GB,DDR3,128GB,SSD,Compact,Microsoft,Light
B0B98YYLVR,999.0,Highly,Traditional Laptops,Black,NVIDIA,"Windows 10 Home,Windows 10",,8GB,DDR4,512GB,SSD,Huge,Hp Tuners,Heavy
B0B9HPKB2V,737.9,Decent,2 in 1 Laptops,Black,AMD,Windows 11 Home,,32GB,DDR4,512GB,SSD,Normal,HP,Heavy
B0B9JFCNF2,632.0,Highly,Traditional Laptops,Bespoke Black,AMD,Windows 10 Home,,8GB,DDR4,512GB,SSD,Compact,ASUS,Light
B0B9JGHGDW,1199.0,Highly,Traditional Laptops,"Pine Grey,",NVIDIA,Windows 11 Pro,8 Hours,16GB,DDR4X,512GB,SSD,Compact,ASUS,Light
B0B9JJ1D8Y,185.0,Decent,Traditional Laptops,Star Black,Intel,Windows 11 S,,4GB,DDR4,64GB,eMMC,Compact,ASUS,Light
B0B9JJQZRG,1649.99,Decent,Traditional Laptops,Star Black,,Windows 11 Home,,,,,,Normal,ASUS,
B0B9JJR1XR,1699.99,Highly,Traditional Laptops,,NVIDIA,,,16GB,,1TB,SSD,Normal,ASUS,Light
B0B9KF1J22,1669.99,Decent,2 in 1 Laptops,Nocturne Blue,Intel,Windows 10,10 Hours,16GB,DDR4,1TB,SSD,Normal,HP,Heavy
B0BB44M4F3,890.0,Highly,Traditional Laptops,Natural silver aluminum,,Windows 11 Home,,,,,,Normal,HP,
B0BBKDCPGY,723.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 10 Home,9 Hours,8GB,DDR4,512GB,SSD,Huge,Acer,Heavy
B0BBKNHDRH,689.0,Highly,Traditional Laptops,Black,NVIDIA,Windows 10 Home,8 Hours,8GB,DDR4,256GB,SSD,Normal,Acer,Heavy
B0BBLPS1QX,339.0,Highly,Traditional Laptops,Cobalt Blue,Intel,Windows 10,5 Hours,8GB,DDR4,256GB,SSD,Compact,Microsoft,Light
B0BBML5CT1,579.0,Highly,Traditional Laptops,Natural Silver,Intel,Windows 10 Home,8 Hours,8GB,DDR4,256GB,SSD,Huge,HP,Heavy
B0BBMMFLNQ,238.29,Highly,2 in 1 Laptops,White,Intel,Chrome OS,12 Hours,4GB,DDR4,1GB,SSD,Compact,HP,Light
B0BBND8C1F,718.99,Highly,Traditional Laptops,Silver,Intel,Windows 11 Home,,16GB,DDR4,1TB,HDD,Huge,HP,Heavy
B0BBTNH7Y2,310.0,Highly,Traditional Laptops,Platinum,Intel,Windows 10 Home,14.5 Hours,8GB,DDR3,,SSD,Compact,Microsoft,Light
B0BBTRCVPW,299.0,Decent,Traditional Laptops,,Intel,Windows 11 Pro,,12GB,DDR4,256GB,SSD,Normal,Coolby,Light
B0BC6L7XKB,204.99,Decent,Traditional Laptops,Dale Silver,AMD,Chrome OS,,4GB,DDR4,64GB,SSD,Compact,Acer,Heavy
B0BC8N9KFG,1259.0,Decent,Traditional Laptops,Natural Silver,Intel,Windows 10 Home,8 Hours,12GB,DDR4,,HDD,Huge,HP,Heavy
B0BCF4JJ6R,733.95,Highly,Traditional Laptops,Dreamy White,AMD,Windows 10,,16GB,DDR4,512GB,SSD,,ASUS,Light
B0BCJ5YDFZ,1479.99,Decent,Traditional Laptops,Black,,Windows 11 Home,,,,,,Normal,Alienware,
B0BCN8G9B2,729.99,Highly,Traditional Laptops,Dreamy White,Intel,Windows 10,10 Hours,8GB,DDR4,512GB,SSD,Compact,ASUS,Light
B0BCNLFJ3Z,1689.99,Decent,Traditional Laptops,Eclipse Gray,NVIDIA,Windows 10 Home,,16GB,DDR4,,SSD,Huge,ASUS,Heavy
B0BDGK88KW,419.0,Highly,Traditional Laptops,Silver,AMD,Windows 11,8 Hours,8GB,DDR4,128GB,SSD,Normal,Acer,Light
B0BDKP2Z36,289.99,Decent,2 in 1 Laptops,Purple,Intel,Windows 11,6 Hours,6GB,DDR4,256GB,SSD,Compact,Awow,Light
B0BDMP17R3,274.95,Decent,Traditional Laptops,Grey,Intel,Windows 10 Pro,,4GB,,64GB,eMMC,Normal,Fusion5,Light
B0BDT4VWKC,1239.0,Decent,Traditional Laptops,Silver,Intel,Windows 11 Pro,,64GB,DDR4,2TB,SSD,Huge,HP,Heavy
B0BDVM14WW,182.99,Highly,Traditional Laptops,Silver,Intel,Chrome OS,,4GB,DDR4,64GB,SSD,Compact,HP,Heavy
B0BFCNKPCB,348.0,Decent,Traditional Laptops,Scarlet Red,Intel,Windows 10,10 Hours,4GB,DDR4,32GB,SSD,Normal,HP,Light
B0BFDJL4GZ,259.99,Decent,Traditional Laptops,Silver,Intel,Windows 10 Pro,,8GB,DDR3,256GB,SSD,Compact,HP,Heavy
B0BFFZH9LN,419.99,Highly,2 in 1 Laptops,Black,Intel,Chrome OS,8 Hours,8GB,DDR4X,,,Compact,Lenovo,Heavy
B0BFWV7Q1S,799.0,Highly,Traditional Laptops,Black,Intel,Windows 10 S,6 Hours,8GB,DDR4,128GB,SSD,Compact,Lenovo,Light
B0BG224VLF,119.0,Highly,Traditional Laptops,11 IN NON-TOUCH 32GB,Intel,Chrome OS,15 Hours,4GB,DDR4,32GB,eMMC,Compact,Aimcare,Light
B0BG4BK8H6,494.0,Highly,Traditional Laptops,Black,Intel,Windows 10,8 Hours,8GB,DDR4,256GB,SSD,Normal,Acer,Heavy
B0BG4SNFSD,299.0,Highly,Traditional Laptops,,Intel,Windows 11 Pro,,12GB,DDR3,512GB,SSD,Normal,Ecohero,Heavy
B0BG8YSXDK,519.99,Highly,Traditional Laptops,Silver,Intel,Windows 11 Home,,20GB,DDR4,512GB,SSD,Huge,ASUS,Heavy
B0BG99SVS2,2125.16,Well,Traditional Laptops,Silver,NVIDIA,Windows 11 Pro,,16GB,DDR5,512GB,SSD,Huge,Dell,Heavy
B0BGJXSNKM,314.99,Highly,2 in 1 Laptops,Light Grey,Intel,Windows 10 S,,4GB,DDR4,128GB,eMMC,Compact,ASUS,Light
B0BGJYNFKY,350.88,Well,2 in 1 Laptops,Black,Intel,Windows 11 S,,4GB,DDR4,128GB,SSD,Compact,ASUS,Light
B0BGK13L2H,1820.0,Well,Traditional Laptops,Black,Intel,Windows 11 Home,,32GB,,1TB,SSD,Normal,ASUS,Light
B0BGK141KY,1349.0,Decent,Traditional Laptops,Gray,NVIDIA,Windows 11 Home,,32GB,,1TB,HDD,Normal,ASUS,Heavy
B0BGK3FKNW,1741.97,Highly,Traditional Laptops,Black,NVIDIA,Windows 10 Home,,16GB,DDR4,1TB,SSD,Normal,ASUS,Heavy
B0BGMPJSQJ,899.0,Decent,Traditional Laptops,Black,NVIDIA,Windows 10 Home,48 Watt Hours,16GB,DDR4,512GB,SSD,Normal,ASUS,Heavy
B0BGK4WWRM,308.0,Highly,2 in 1 Laptops,,Intel,,10 Hours,8GB,DDR4,64GB,eMMC,Compact,ASUS,Light
B0BGM56T4K,853.0,Highly,Traditional Laptops,,NVIDIA,Windows 10 Home,,8GB,DDR4,512GB,SSD,Normal,ASUS,Heavy
B0BGMSYMTC,394.0,Highly,Traditional Laptops,Blue,Intel,Windows 10,,4GB,DDR3,64GB,eMMC,Compact,Lenovo,Light
B0BGNLX5MZ,348.0,Highly,Traditional Laptops,Aluminum Silver,Intel,Mac OS,9 Hours,8GB,DDR3,128GB,SSD,Compact,Apple,Light
B0BGQF8CV5,349.0,Highly,Traditional Laptops,platinum,Intel,Windows 10 Home,13 Hours,4GB,DDR4X,64GB,HDD,Compact,Microsoft,Light
B0BL35XNF5,229.99,Well,Traditional Laptops,Silver,Intel,Windows 11 S,,4GB,DDR4,,eMMC,Normal,Acer,Light
B0BH43RN2P,656.88,Highly,Traditional Laptops,Natural Silver,Intel,Windows 10 Home,8 Hours,8GB,DDR4,512GB,SSD,Compact,HP,Light
B0BH87ZD9W,1399.99,Highly,Traditional Laptops,,Intel,Windows 10 Pro,,,DDR4,1TB,SSD,Huge,HP,
B0BHNCJFRP,1363.93,Highly,Traditional Laptops,Space Gray,Apple,Mac OS,18 Hours,16GB,,512GB,SSD,Compact,Apple,Heavy
B0BHW1859X,1099.98,Decent,Traditional Laptops,Dual-tone Mineral Grey,Intel,Windows 11 Pro,6 Hours,32GB,DDR4,1TB,HDD,Normal,Ist Computers,Light
B0BJ37GH18,298.0,Highly,Traditional Laptops,Ceramic White,Intel,Chrome OS,11 Hours,4GB,DDR4,32GB,eMMC,Compact,HP,Light
B0BJHD8YLV,1259.95,Highly,Traditional Laptops,Black,Intel,Windows 10 Pro,0.01 quarters,32GB,DDR4,1TB,SSD,Normal,Oemgenuine,Heavy
B0BJL7XQ1D,299.0,Highly,Traditional Laptops,Silver,AMD,Windows 10 Home,7.5 Hours,4GB,DDR4,128GB,SSD,Normal,Acer,Heavy
B0BJLBDDKK,819.0,Decent,Traditional Laptops,Silver,Intel,Windows 11 Home,30 minutes,8GB,,256GB,SSD,Compact,Samsung,Light
B0BJLBLRVW,312.0,Highly,Traditional Laptops,Silver,Intel,Mac OS,,8GB,DDR3,128GB,SSD,Compact,Apple,Light
B0BJPJ4N1L,179.0,Highly,Traditional Laptops,Black,Intel,Chrome OS,12 Hours,4GB,DDR4,32GB,SSD,Compact,Acer,Light
B0BJWCBN3F,1049.0,Decent,Traditional Laptops,Quiet Blue,NVIDIA,Windows 11 Pro,6 Hours,16GB,DDR4,1TB,SSD,Compact,ASUS,Light
B0BJXVHHQ1,655.0,Highly,Traditional Laptops,Silver or Matte Gray,Intel,Windows 10,5 Hours,8GB,,1TB,SSD,Normal,Dell,Heavy
B0BJZF96RR,299.0,Highly,Traditional Laptops,Silver,Intel,Mac OS,,4GB,DDR3,256GB,SSD,Compact,Apple,Light
B0BK88ZVT3,349.99,Highly,Traditional Laptops,Black,AMD,Windows 10,,8GB,DDR4,,eMMC,Compact,HP,Light
B0BKFSVVLC,732.99,Highly,Traditional Laptops,Dreamy White,Intel,Windows 10,,8GB,DDR4,512GB,SSD,Normal,ASUS,Light
B0BKM1GLKQ,1799.99,Well,Traditional Laptops,Black,Intel,Windows 10 Pro,24 Hours,32GB,DDR4,1TB,SSD,Compact,ASUS,Light
B0BKQVGNRV,649.0,Decent,Traditional Laptops,Silver,AMD,Windows 11 Home,,12GB,DDR4,512GB,SSD,Huge,HP,Heavy
B0BKRMDCBF,589.88,Highly,Traditional Laptops,Gray,Intel,Windows 11 Home,,8GB,DDR4,256GB,HDD,Normal,ASUS,Light
B0BKRN2XHN,629.0,Highly,Traditional Laptops,Black,Intel,Windows 11 Home,,32GB,DDR4,1TB,SSD,Normal,Dell,Light
B0BKSMXKTS,839.0,Highly,Traditional Laptops,Gray,AMD,Windows 11,,16GB,DDR4,1TB,SSD,Normal,Lenovo,Heavy
B0BKSTCT5T,2499.99,Highly,Traditional Laptops,Eclipse Grey,NVIDIA,Windows 10 Home,,32GB,DDR4,1TB,SSD,Normal,ASUS,Heavy
B0BKTBD37R,340.0,Highly,Traditional Laptops,Silver,Intel,Chrome OS,10 Hours,4GB,DDR4,128GB,SSD,Compact,Acer,Light
B0BKTBJ7JL,490.78,Highly,Traditional Laptops,Gray,Intel,Windows,,8GB,DDR4,256GB,SSD,Normal,Acer,Light
B0BKTNNCFN,1969.94,Decent,Traditional Laptops,,NVIDIA,Windows 11 Home,,16GB,DDR5,,SSD,Huge,Alienware,Heavy
B0BKTNVC1Q,1699.99,Highly,Traditional Laptops,Obsidian Black,NVIDIA,Windows 11 Home,,32GB,DDR5,1280GB,SSD,Normal,Dell,Heavy
B0BKZGRC3H,158.5,Highly,Traditional Laptops,Silver,Intel,Chrome OS,12 Hours,4GB,,64GB,eMMC,Compact,HP,Heavy
B0BL44GJ5Y,192.0,Decent,Traditional Laptops,Platinum Gray,AMD,Windows 10,,4GB,DDR4,64GB,SSD,Compact,Lenovo,Heavy
B0BL58J2ND,499.0,Highly,Traditional Laptops,,Intel,Windows 11,8 Hours,20GB,DDR4,512GB,SSD,Normal,ASUS,Light
B0BL5J7R61,609.0,Highly,Traditional Laptops,Silver,AMD,Windows 11 Home,,32GB,DDR4,1TB,SSD,Huge,HP,Heavy
B0BL5WBRNS,1099.0,Well,2 in 1 Laptops,Ink Black,Intel,Windows 10,,16GB,DDR4,512GB,SSD,Compact,MSI,Light
B0BLBY439T,345.0,Highly,Traditional Laptops,Silver,AMD,Windows 10 Home,10 Hours,4GB,DDR4,128GB,SSD,Normal,Acer,Light
B0BLG5ZKY4,799.99,Highly,2 in 1 Laptops,Platinum,Intel,Windows 10 Home,,16GB,DDR4,256GB,SSD,Compact,Microsoft,Light
B0BLGTMM81,959.85,Highly,Traditional Laptops,Mystic Blue,Intel,Windows 10 Home,20 Hours,16GB,DDR4X,512GB,SSD,Normal,Samsung,Light
B0BLGWV1CZ,1201.13,Decent,2 in 1 Laptops,Platinum,Intel,Windows 11 Home,13.5 Hours,8GB,DDR4X,256GB,SSD,Compact,Microsoft,Heavy
B0BLH5LBKM,373.98,Highly,Traditional Laptops,Black,Intel,Windows 11 Home,,16GB,DDR4,256GB,SSD,Normal,Dell,Light
B0BLPZF3D4,598.0,Highly,Traditional Laptops,Graphite Grey,AMD,Windows 11,12 Hours,16GB,DDR4,256GB,SSD,Compact,Lenovo,Heavy
B0BLT4H6CV,489.95,Highly,Traditional Laptops,Platinum Grey,Intel,Windows 11 Home,,12GB,DDR4,256GB,SSD,Normal,Lenovo,Light
B0BLTNYHV8,179.98,Highly,Traditional Laptops,Transparent Silver,Intel,Chrome OS,12 Hours,4GB,DDR4,32GB,eMMC,Compact,ASUS,Light
B0BLTY82F6,1349.99,Decent,Traditional Laptops,RTX 3060-16GB RAM | 512GB PCIe SSD,AMD,Windows 11,8 Hours,16GB,DDR4,512GB,SSD,Normal,Lenovo,Heavy
B0BLW5RBLX,161.0,Highly,Traditional Laptops,Dale Silver,Intel,Chrome OS,,4GB,DDR4,32GB,SSD,Normal,Acer,Heavy
B0BWXLK8K2,299.0,Highly,Traditional Laptops,Silver,Intel,Windows 10 S,5 Hours,4GB,DDR4,128GB,SSD,Normal,Acer,Light
B0BM233SN2,774.0,Highly,Traditional Laptops,Gray,MediaTek,Windows 11 Home,9 Hours,8GB,DDR4,,SSD,Normal,Lenovo,Heavy
B0BM289GTH,505.99,Highly,Traditional Laptops,,AMD,Windows 11 Pro,,8GB,DDR4,1TB,SSD,Compact,Lenovo,Light
B0BM3D4YGL,475.0,Decent,Traditional Laptops,Natural Silver,AMD,Windows 11 Home,8 Hours,8GB,DDR4,256GB,SSD,Huge,HP,Heavy
B0BM3JL7K4,479.0,Highly,Traditional Laptops,,,Windows 11,,,,,,Normal,HP,Light
B0BM6R4JFC,1179.0,Decent,2 in 1 Laptops,Green,Intel,Windows 11 Home,24.5 Hours,16GB,DDR4,512GB,SSD,Normal,Lg,Light
B0BM6RGJ1H,1699.99,Decent,Traditional Laptops,Green,Intel,Windows 11 Home,24.5 Hours,16GB,DDR4,1TB,SSD,Compact,Lg,Light
B0BM6TJVRL,1206.88,Decent,Traditional Laptops,Gray,Intel,Windows 11 Home,,16GB,DDR4X,512GB,SSD,Normal,Lg,Light
B0BM9HCD9W,1099.99,Decent,Traditional Laptops,Celestial Blue,Intel,Windows 11 Home,,8GB,DDR4,512GB,SSD,Compact,ASUS,Light
B0BMTS8DM4,349.99,Well,Traditional Laptops,Grey,,Windows 11 S,,,,,,Normal,Lenovo,
B0BMYB28V3,295.62,Decent,Traditional Laptops,F15 Pro,Intel,Windows 10,"9.0, 6.0 Hours",12GB,DDR4,256GB,SSD,Normal,Teclast,Heavy
B0BN1PD4PF,1099.0,Highly,Traditional Laptops,Eclipse Gray,NVIDIA,Windows 10 Home,,16GB,DDR4,1TB,SSD,Normal,ASUS,Heavy
B0BN3D2MX4,229.0,Decent,Traditional Laptops,,Intel,Windows 11 Pro,,,DDR4,256GB,SSD,Normal,Coolby,Heavy
B0BN5JQD2N,134.95,Highly,Traditional Laptops,Ash Gray,Intel,Chrome OS,10 Hours,4GB,DDR4,16GB,SSD,Compact,HP,Light
B0BN5YZ2K6,1799.0,Highly,Traditional Laptops,White,NVIDIA,Windows 10 Home,8 Hours,16GB,DDR4,1TB,SSD,Compact,ASUS,Light
B0BN5ZLKX3,1699.0,Highly,Traditional Laptops,R9 4900HS-RTX 2060-16GB |1TB,NVIDIA,Windows 11,10 Hours,16GB,DDR4,1TB,SSD,Compact,ASUS,Light
B0BN6XXZV8,449.0,Highly,Traditional Laptops,Silver,Intel,Windows 11 Home,,16GB,DDR4,1TB,SSD,Normal,HP,Light
B0BN7PCGX1,304.9,Highly,Traditional Laptops,Black,Intel,Windows 10 Home,,4GB,DDR4,500GB,HDD,,Dell,Heavy
