parent_asin,title,main_category,categories,details,price,average_rating,rating_number,spec_keys_found,spec_keys
B00HSGR6GK,LENTION HD Crystal Clear Screen Protector for Apple Macbook Pro 13 inch Anti-glare Anti-scratch Oleophobic Hydrophobic Keep Clean,Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Screen Protectors""]","{""Brand"": ""LENTION"", ""Clarity"": ""99"", ""Material"": ""Polyethylene Terephthalate"", ""Item Weight"": ""0.8 ounces"", ""Screen Size"": ""13 Inches"", ""Manufacturer"": ""LENTION"", ""Package Type"": ""Standard Packaging"", ""Item Hardness"": ""4H"", ""Special Feature"": ""Scratch Resistant"", ""Item model number"": ""??"", ""Compatible Devices"": ""Laptop"", ""Product Dimensions"": ""12.48 x 8.31 x 0.01 inches"", ""Date First Available"": ""June 19, 2014"", ""Compatible Phone Models"": ""Apple Macbook Pro 13"", ""Screen Surface Description"": ""Matte"", ""Is Discontinued By Manufacturer"": ""No""}",,3.6,52,1,Screen Size
B013BC0CL0,"AC Doctor INC J1KND Battery High Performance Compatibe with Ins 3420 3520 13R N3010 14R N4010 15R N5010 N5050 M5110 M4110 M501 M503, Type: 04YRJH 383CW 06P6PN 07XFJJ 451-11510 312-0233",All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""AC Doctor INC"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Unit Count"": ""1 Count"", ""Item Weight"": ""12.8 ounces"", ""Manufacturer"": ""Dongguan Lewe Electronics Co., Ltd"", ""Best Sellers Rank"": {""Electronics"": 285449, ""Laptop Batteries"": 6223}, ""Item model number"": ""N4010"", ""Product Dimensions"": ""10.1 x 5 x 0.8 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""August 3, 2015"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop"", ""Is Discontinued By Manufacturer"": ""No""}",,4.1,334,1,Batteries
B0BW8DLKKJ,FK890 UW280 FP282 GK479 Extended 9Cell Battery 7800mAh fit Dell Laptop Inspiron 1520 1521 1720 1721 Vostro 1500 1700 -Futurebatt,Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""Futurebatt Inc"", ""Voltage"": ""11.1 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Item Weight"": ""1.03 pounds"", ""Manufacturer"": ""Dongguan LEWE Electronics co., LTD"", ""Best Sellers Rank"": {""Electronics"": 487319, ""Laptop Batteries"": 11257}, ""Item model number"": ""L800"", ""Package Dimensions"": ""9.92 x 4.88 x 1.1 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""October 9, 2018"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop"", ""Is Discontinued By Manufacturer"": ""No""}",,4.1,23,1,Batteries
B08RN12CQV,"Belkin USB C Docking Station - USB Hub Dual 4k Computer Monitor Display - Dual HDMI, Thunderbolt, USB, Ethernet Ports - USB C Hub - 85W PD Power Delivery for Macbook Pro, iPad Pro & Chromebook Laptop",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Docking Stations""]","{""Brand"": ""Belkin"", ""Color"": ""Black"", ""Series"": ""USB-C Dual-Display Docking Station"", ""Wattage"": ""100"", ""Item Weight"": ""898 Grams"", ""Manufacturer"": ""Belkin"", ""Number of Ports"": ""8"", ""Total USB Ports"": ""3"", ""Operating System"": ""MacOS 10.12 Sierra, Chrome OS, MacOS 10.14 Mojave, Mac OS X 10.5 Leopard, MacOS 10.15 Catalina"", ""Total HDMI Ports"": ""2"", ""Best Sellers Rank"": {""Computers & Accessories"": 7049, ""Laptop Docking Stations"": 416}, ""Country of Origin"": ""China"", ""Item model number"": ""INC002ttBK"", ""Compatible Devices"": ""USB Flash Drives, Mouse, Keyboards, Laptops, Desktops"", ""Hardware Interface"": ""USB 3.1 Type A, USB Type C, Ethernet, HDMI, 3.5mm Audio"", ""Product Dimensions"": ""3.62 x 3.61 x 1.22 inches"", ""Date First Available"": ""December 29, 2020"", ""Item Dimensions LxWxH"": ""3.62 x 3.61 x 1.22 inches"", ""Item Dimensions  LxWxH"": ""3.62 x 3.61 x 1.22 inches""}",190.0,4.1,104,1,Operating System
B07YNKGWMT,"Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 256GB Solid State Drive – Cobalt Blue with Alcantara",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB LPDDR4"", ""Brand"": ""Microsoft"", ""Color"": ""Cobalt Blue"", ""Series"": ""Surface Laptop"", ""Voltage"": ""240 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i5"", ""Processor"": ""1.2 GHz core_i5"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Surface Laptop"", ""Item Weight"": ""2.79 pounds"", ""Screen Size"": ""13.5 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth, 802.11ax"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 47350, ""Traditional Laptop Computers"": 8623, ""Climate Pledge Friendly: Computers"": 4726}, ""Flash Memory Size"": ""256"", ""Hardware Platform"": ""PC"", ""Item model number"": ""V4C-00043"", ""Screen Resolution"": ""2256 x 1504 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""12.1 x 8.8 x 0.57 inches"", ""Computer Memory Type"": ""Unknown"", ""Date First Available"": ""October 2, 2019"", ""Graphics Coprocessor"": ""Intel Iris Plus"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""2256 x 1504"", ""Item Dimensions  LxWxH"": ""12.1 x 8.8 x 0.57 inches"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""7200"", ""Standing screen display size"": ""13.5 Inches"", ""Average Battery Life (in hours)"": ""11.5 Hours""}",887.57,4.2,116,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B07J5455GD,"CM03XL Battery fit HP EliteBook 740 745 750 755 840 845 850 855 G1 G2 Series, fit HP ZBook 14 15u, P/N: HSTNN-DB4Q HSTNN-L11C-5 HSTNN-LB4R 717376-001 CM03 CM03050XL Notebook Laptop Battery -Futurebatt",All Electronics,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Batteries""]","{""Brand"": ""HIGH QUALITY FUTUREBATT FUTUREBATT"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Unit Count"": ""1.00 Count"", ""Item Weight"": ""8.8 ounces"", ""Manufacturer"": ""Dongguan LEWE Electronics co., LTD"", ""Best Sellers Rank"": {""Electronics"": 163162, ""Laptop Batteries"": 3221}, ""Item model number"": ""8560"", ""Package Dimensions"": ""9.84 x 4.88 x 1.42 inches"", ""Number of Batteries"": ""1 Lithium Ion batteries required. (included)"", ""Date First Available"": ""October 9, 2018"", ""Battery Cell Composition"": ""Lithium Ion"", ""Recommended Uses For Product"": ""Laptop"", ""Is Discontinued By Manufacturer"": ""No""}",26.89,4.3,245,1,Batteries
B07RXM83DR,"Dell XPS 13 9360 Laptop (13.3"" InfinityEdge TouchScreen Quad HD+ (3200 x 1800), Intel 8th Gen Quad-Core i7-8550U, 512GB PCIe, 16GB RAM, Backlit Keyboard, Windows 10) Silver",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB A8"", ""Brand"": ""Dell"", ""Color"": ""Silver"", ""Series"": ""XPS 13"", ""Voltage"": ""240 Volts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Core i7"", ""Processor"": ""1.8 GHz core_i7"", ""Hard Drive"": ""512 GB SSD"", ""Model Name"": ""XPS 13"", ""Item Weight"": ""2.6 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""1866 MHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""512 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Backlit Keyboard"", ""Card Description"": ""Integrated, Dedicated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 130832, ""Traditional Laptop Computers"": 28798}, ""Flash Memory Size"": ""512"", ""Hardware Platform"": ""PC"", ""Item model number"": ""XPS9360-7180SLV-PUS"", ""Optical Drive Type"": ""BD-R"", ""Product Dimensions"": ""17 x 11.6 x 11.6 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""November 21, 2017"", ""Graphics Coprocessor"": ""Intel HD Graphics 620"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""1"", ""Item Dimensions  LxWxH"": ""17 x 11.6 x 11.6 inches"", ""Number of USB 2.0 Ports"": ""16"", ""Number of USB 3.0 Ports"": ""16"", ""Graphics Card Description"": ""Integrated, Dedicated"", ""Ram Memory Installed Size"": ""16 GB"", ""Hard Drive Rotational Speed"": ""16"", ""Standing screen display size"": ""13.3 Inches""}",1499.99,3.6,66,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B004I12OYC,"CHI MEI N156B6-L0B REV.C1 & REV.C2 Replacement LAPTOP LCD SCREEN 15.6"" WXGA HD LED DIODE (or compatible model)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Replacement Screens""]","{""Brand"": ""CHIMEI"", ""Series"": ""FBA_N156B6-L0B REV.C1-101929-LCD"", ""Item Weight"": ""7.2 ounces"", ""Screen Size"": ""15.6 Inches"", ""Display Type"": ""LCD"", ""Manufacturer"": ""CHIMEI"", ""Best Sellers Rank"": {""Computer Monitors"": 5992, ""Computers & Accessories"": 68610, ""Laptop Replacement Screens"": 2406}, ""Item model number"": ""FBA_N156B6-L0B REV.C1-101929-LCD"", ""Product Dimensions"": ""17.5 x 10.5 x 1.5 inches"", ""Date First Available"": ""April 13, 2011"", ""Max Screen Resolution"": ""1366 x 768"", ""Item Dimensions  LxWxH"": ""17.5 x 10.5 x 1.5 inches"", ""Specific Uses For Product"": ""personal"", ""Display Resolution Maximum"": ""1366 x 768"", ""Standing screen display size"": ""15.6 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",38.89,4.2,174,4,"Standing screen display size, Display Resolution Maximum, Screen Size, Display Type"
B018LH6FWK,"Dell Inspiron 15 i5558-5718SLV Signature Edition 15.6-Inch Laptop (i5-4210U Processor, 8GB RAM, 1TB HDD, Windows 10 Home), Silver Black",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""8 GB DDR3L"", ""Brand"": ""Dell"", ""Color"": ""SILVER BLACK"", ""Series"": ""FBA_i5558-5718SLV"", ""Voltage"": ""240 Volts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Core i5"", ""Processor"": ""2.7 GHz core_i5"", ""Hard Drive"": ""1 TB HDD"", ""Model Name"": ""FBA_i5558-5718SLV"", ""Item Weight"": ""5.3 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""2.7 GHz"", ""Power Source"": ""Corded Electric, Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11a/b/g/n/ac, 802.11ac"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 57122, ""Traditional Laptop Computers"": 10638}, ""Hardware Platform"": ""PC"", ""Item model number"": ""FBA_i5558-5718SLV"", ""Product Dimensions"": ""14.9 x 0.95 x 10.25 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""November 27, 2015"", ""Graphics Coprocessor"": ""Intel HD Graphics 4400"", ""Hard Drive Interface"": ""USB"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920 x 1080"", ""Item Dimensions  LxWxH"": ""14.9 x 0.95 x 10.25 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""4.5 Hours""}",,3.8,481,16,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B07ZWM6XJC,"Slappa Gaming Monitor Tote Bag with Water Resistant Zippers and Adjustable Carry Strap; Fits 24""-28"" Monitors (SL-MONITOR-TOTE)",Musical Instruments,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Messenger & Shoulder Bags""]","{""Brand"": ""Slappa"", ""Material"": ""Polyester"", ""Strap Type"": ""Adjustable"", ""Item Weight"": ""11.82 pounds"", ""Closure Type"": ""Zipper"", ""Material Type"": ""Polyester"", ""Best Sellers Rank"": {""Laptop Messenger & Shoulder Bags"": 4195}, ""Country of Origin"": ""China"", ""Item model number"": ""SL-MONITOR-TOTE"", ""Package Dimensions"": ""27.5 x 21 x 9.5 inches"", ""Date First Available"": ""November 1, 2019"", ""Water Resistance Level"": ""Water Resistant"", ""Standing screen display size"": ""5 Inches""}",140.87,4.1,14,1,Standing screen display size
B078854KMV,"HP Spectre x360 13T i7-8550U, 16GB RAM, 512GB SSD, 13.3"" FHD Touch with Stylus, Windows 10 (Dark Ash)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""2 in 1 Laptops""]","{""RAM"": ""16 GB LPDDR3"", ""Brand"": ""HP"", ""Color"": ""Dark Ash"", ""Series"": ""HP Spectre"", ""CPU Model"": ""Core i7"", ""Processor"": ""1.8 GHz core_i7"", ""Hard Drive"": ""512 GB SSD"", ""Model Name"": ""HP Spectre"", ""Item Weight"": ""2.8 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""2133 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Stylus"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""2"": 1279, ""Computers & Accessories"": 83220}, ""Flash Memory Size"": ""512 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""Spectre x360-13t"", ""Product Dimensions"": ""14 x 9.88 x 0.7 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""December 13, 2017"", ""Graphics Coprocessor"": ""Intel UHD Graphics 620"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""4"", ""Item Dimensions  LxWxH"": ""14 x 9.88 x 0.7 inches"", ""Memory Storage Capacity"": ""512 GB"", ""Number of USB 2.0 Ports"": ""1"", ""Ram Memory Installed Size"": ""16 GB"", ""Specific Uses For Product"": ""Multimedia, Gaming"", ""Standing screen display size"": ""13.3 Inches""}",,4.1,89,14,"Standing screen display size, Graphics Coprocessor, RAM, Hard Drive Interface, Number of USB 2.0 Ports"
B08C2W6RVF,"Razer Blade Stealth 13 Ultrabook Gaming Laptop: Intel Quad Core i7-1065G7, NVIDIA GeForce GTX 1650 Ti Max-Q, 13.3"" 4K Touch, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, Creator Ready",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB LPDDR4"", ""Brand"": ""Razer"", ""Color"": ""Classic Black"", ""Series"": ""Blade Stealth"", ""Voltage"": ""230 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7 Family"", ""Processor"": ""3.9 GHz core_i7_family"", ""Hard Drive"": ""512 GB SSD"", ""Model Name"": ""Blade Stealth"", ""Item Weight"": ""3.26 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""3733 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11a/b/g/n/ac, Bluetooth"", ""Hard Disk Size"": ""512 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 59198, ""Traditional Laptop Computers"": 11077}, ""Flash Memory Size"": ""16"", ""Hardware Platform"": ""PC"", ""Item model number"": ""RZ09-03102E52-R3U1"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""8.27 x 11.9 x 0.6 inches"", ""Computer Memory Type"": ""DDR SDRAM"", ""Date First Available"": ""April 21, 2020"", ""Graphics Coprocessor"": ""NVIDIA GeForce GTX 1650 Ti"", ""Hard Drive Interface"": ""USB"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""3840 x 2160 Pixels"", ""Graphics Card Ram Size"": ""4 GB"", ""Item Dimensions  LxWxH"": ""8.27 x 11.9 x 0.6 inches"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""16 GB"", ""Standing screen display size"": ""13.3 Inches""}",,4.1,107,18,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B07KM1CXH6,"Dell Latitude E5420 Laptop, HDMI, Intel Core i3 2.1GHz, 4GB DDR3, 160GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition (Renewed)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR3"", ""Brand"": ""Dell"", ""Color"": ""Grey"", ""Series"": ""Latitude E5420"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i3-2310M"", ""CPU Speed"": ""2.1 GHz"", ""Processor"": ""2.1 GHz Core_i3_2310M"", ""Hard Drive"": ""160 GB 160GB HDD 5400 rpm"", ""Model Name"": ""Latitude E5420"", ""Item Weight"": ""4.5 pounds"", ""Screen Size"": ""14 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 22426, ""Traditional Laptop Computers"": 3426, ""Climate Pledge Friendly: Computers"": 2791}, ""Hardware Platform"": ""PC"", ""Item model number"": ""E5420"", ""Product Dimensions"": ""13.8 x 9.4 x 1.3 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""November 15, 2018"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""2"", ""Item Dimensions  LxWxH"": ""13.8 x 9.4 x 1.3 inches"", ""Number of USB 2.0 Ports"": ""4"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Standing screen display size"": ""14 Inches""}",161.41,4.0,257,16,"Standing screen display size, CPU Speed, RAM, Batteries, Graphics Card Description"
B09DF341FH,"DOMISO 15-15.6 Inch Laptop Sleeve Bag Water Resistant Briefcase Messenger Shoulder Bag for ThinkPad L580/16 MacBook Pro/IdeaPad 320/Dell XPS 15/HP Envy x360/ASUS ROG Zephyrus/Acer Chromebook,Grey",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Sleeves""]","{""Brand"": ""DOMISO"", ""Color"": ""Grey"", ""Shell Type"": ""Soft"", ""Form Factor"": ""Case"", ""Item Weight"": ""1.34 pounds"", ""Manufacturer"": ""DOMISO"", ""Best Sellers Rank"": {""Laptop Sleeves"": 5122}, ""Item model number"": ""AG019-156H_US"", ""Compatible Devices"": ""Laptops, Tablets"", ""Product Dimensions"": ""15.35 x 11.02 x 0.98 inches"", ""Date First Available"": ""August 24, 2021"", ""Item Dimensions  LxWxH"": ""15.35 x 11.02 x 0.98 inches"", ""Standing screen display size"": ""15.6 Inches""}",23.99,4.6,367,1,Standing screen display size
B07VHRDQPX,"ASUS VivoBook Pro 17 Thin and Portable Laptop, 17.3” FHD, Intel Core i7-8565U, GeForce GTX 1050, 16GB DDR4, 256GB SSD+1TB, Wi-Fi 5, Backlit KB, FP Reader, Windows 10 - N705FD-ES76, Gaming Capable",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB DDR4"", ""Brand"": ""ASUS"", ""Color"": ""Black/Silver"", ""Series"": ""VivoBook Pro 17 N705"", ""Voltage"": ""5 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Intel Core i7"", ""Processor"": ""4.6 GHz apple_ci7"", ""Hard Drive"": ""1 TB HDD"", ""Model Name"": ""VivoBook Pro 17 N705"", ""Item Weight"": ""4.85 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""4.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11a/b/g/n/ac, Bluetooth"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Backlit Kb"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10 Home"", ""Flash Memory Size"": ""256"", ""Hardware Platform"": ""PC"", ""Item model number"": ""N705FD-ES76"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""16.2 x 10.6 x 0.8 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""December 26, 2018"", ""Graphics Coprocessor"": ""NVIDIA GeForce GTX 1050"", ""Hard Drive Interface"": ""Serial ATA-600"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Graphics Card Ram Size"": ""4 GB"", ""Item Dimensions  LxWxH"": ""16.2 x 10.6 x 0.8 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""16 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""17.3 Inches""}",,4.2,465,19,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B074HCS5F2,"Lenovo IdeaPad 15.6"" HD Flagship High Performance Laptop PC | A6-7310 Quad-Core | 4GB RAM | 500GB HDD | DVD+/-RW | HDMI | Windows 10",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""4 GB DDR3L"", ""Brand"": ""Lenovo"", ""Color"": ""Black"", ""Series"": ""ideapad 110"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""A6-7310"", ""Processor"": ""2 GHz a6_7310"", ""Hard Drive"": ""500 GB HDD"", ""Model Name"": ""ideapad 110"", ""Item Weight"": ""5.5 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""1600 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""802.11b"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 48044, ""Traditional Laptop Computers"": 8646}, ""Flash Memory Size"": ""250 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""80TJ00LRUS"", ""Product Dimensions"": ""14.9 x 10.4 x 0.9 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""December 18, 2015"", ""Graphics Coprocessor"": ""AMD Radeon R4"", ""Hard Drive Interface"": ""ATA"", ""Number of Processors"": ""2"", ""Item Dimensions  LxWxH"": ""14.9 x 10.4 x 0.9 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""5 Hours""}",,3.9,374,17,"Standing screen display size, Graphics Coprocessor, RAM, Batteries, Graphics Card Description"
B0BLHZPQ16,"Acer 2023 Newest Swift X Creator Laptop, 14"" FHD 100% sRGB Display, AMD Ryzen 7 5800U, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD, Backlit Keyboard, Windows 10 Home, Gold",Computers,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]","{""RAM"": ""16 GB LPDDR4X"", ""Brand"": ""acer"", ""Series"": ""Laptop"", ""CPU Model"": ""Ryzen 7 5800U"", ""Processor"": ""4.4 GHz ryzen_7_5800u"", ""Hard Drive"": ""1 TB SSD"", ""Model Name"": ""Laptop"", ""Item Weight"": ""3.31 pounds"", ""Screen Size"": ""14 Inches"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11ax"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""AMD"", ""Special Feature"": ""Backlit Keyboard"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 50062, ""Traditional Laptop Computers"": 9086}, ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""12.71 x 8.35 x 0.7 inches"", ""Date First Available"": ""October 18, 2022"", ""Graphics Coprocessor"": ""NVIDIA GeForce RTX 3050 Ti"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""8"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""12.71 x 8.35 x 0.7 inches"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""16 GB"", ""Standing screen display size"": ""14 Inches""}",,4.2,34,15,"Standing screen display size, Graphics Coprocessor, RAM, Graphics Card Description, Hard Drive Interface"
B07CNXWZT4,"CoolBELL Travel Backpack 17.3 Inches Laptop Backpack Leisure Outdoor Rucksack Hiking Knapsack Daypack Multi-functional Business Bag For College/Men/Women (38L, Black)",Computers,"[""Electronics"", ""Computers & Accessories"", ""Laptop Accessories"", ""Bags, Cases & Sleeves"", ""Backpacks""]","{""Brand"": ""CoolBELL"", ""Color"": ""Black"", ""Department"": ""unisex-adult"", ""Item Weight"": ""2.2 pounds"", ""Manufacturer"": ""CoolBELL"", ""Package Dimensions"": ""21 x 14.4 x 3.1 inches"", ""Date First Available"": ""April 26, 2018"", ""Standing screen display size"": ""17.3 Inches"", ""Is Discontinued By Manufacturer"": ""No""}",,4.6,153,1,Standing screen display size
