parent,child,parent_type,child_type
Celestron,Microscopes,PURE_PARENT,INTERMEDIATE
Celestron,Telescope Accessories,PURE_PARENT,INTERMEDIATE
Network Cameras,Wireless,PURE_PARENT,TRUE_LEAF
Network Cameras,Power-Over-Ethernet,PURE_PARENT,TRUE_LEAF
Samsung,Tablets,PURE_PARENT,TRUE_LEAF
Samsung,Monitors,PURE_PARENT,INTERMEDIATE
Summer Colors for Tech Accessories,iPhone Cases,PURE_PARENT,TRUE_LEAF
Service Plans,Computers,INTERMEDIATE,TRUE_LEAF
Service Plans,Electronics,INTERMEDIATE,INTERMEDIATE
HP,HP PC Accessories,PURE_PARENT,PURE_PARENT
HP,HP Projectors,PURE_PARENT,TRUE_LEAF
HP,HP Inkjet Printers,PURE_PARENT,PURE_PARENT
HP,HP LaserJet Printers,PURE_PARENT,PURE_PARENT
HP,HP Desktops,PURE_PARENT,TRUE_LEAF
HP,HP Scanners,PURE_PARENT,TRUE_LEAF
HP,HP Laptops,PURE_PARENT,TRUE_LEAF
"Tablet Keyboards, Stands, & Styluses",Stands,PURE_PARENT,TRUE_LEAF
"Tablet Keyboards, Stands, & Styluses",Keyboards,PURE_PARENT,INTERMEDIATE
"Tablet Keyboards, Stands, & Styluses",Styluses,PURE_PARENT,TRUE_LEAF
Keyboards,iPad,INTERMEDIATE,TRUE_LEAF
Keyboards,iPad mini,INTERMEDIATE,TRUE_LEAF
Gaming Mice,Razer,INTERMEDIATE,TRUE_LEAF
Gaming Mice,Corsair,INTERMEDIATE,TRUE_LEAF
Gamepads and Controllers,Mad Catz,PURE_PARENT,TRUE_LEAF
Gamepads and Controllers,Logitech,PURE_PARENT,TRUE_LEAF
Gamepads and Controllers,Razer,PURE_PARENT,TRUE_LEAF
Protective Tablet Accessories,Cases,PURE_PARENT,INTERMEDIATE
Protective Tablet Accessories,Screen Protectors,PURE_PARENT,INTERMEDIATE
Cases,iPad,INTERMEDIATE,TRUE_LEAF
Cases,Samsung Note 10.1,INTERMEDIATE,TRUE_LEAF
Cases,iPad mini,INTERMEDIATE,TRUE_LEAF
Computers & Accessories Overstock Event,PC Components,INTERMEDIATE,TRUE_LEAF
Computers & Accessories Overstock Event,Computer & Tablet Accessories,INTERMEDIATE,TRUE_LEAF
Dell Accessories,Dell Tablet Accessories,PURE_PARENT,TRUE_LEAF
Fall Outlet Event in Computers & Accessories,Desktops,PURE_PARENT,INTERMEDIATE
Western Digital,External Hard Drives,PURE_PARENT,INTERMEDIATE
External Hard Drives,Desktop,INTERMEDIATE,PURE_PARENT
Desktop,USB 3.0/2.0,PURE_PARENT,TRUE_LEAF
Desktop,FireWire,PURE_PARENT,TRUE_LEAF
Desktop,USB 2.0,PURE_PARENT,TRUE_LEAF
Entertainment Networking,Network Media Players & Storage,PURE_PARENT,TRUE_LEAF
Entertainment Networking,TV on the Go,PURE_PARENT,TRUE_LEAF
Back to School Tech Accessories,MP3 Player Accessories,PURE_PARENT,PURE_PARENT
Back to School Tech Accessories,Bluetooth Speakers,PURE_PARENT,TRUE_LEAF
Computer Headsets and Mics,Razer,PURE_PARENT,TRUE_LEAF
Computer Headsets and Mics,SteelSeries,PURE_PARENT,TRUE_LEAF
Camera Accessories,Electronic Flashes,PURE_PARENT,TRUE_LEAF
Camera Accessories,Other Accessories,PURE_PARENT,TRUE_LEAF
Camera Accessories,Cables,PURE_PARENT,INTERMEDIATE
Camera Accessories,Lenses & Filters,PURE_PARENT,INTERMEDIATE
Camera Accessories,Batteries & Chargers,PURE_PARENT,INTERMEDIATE
Kodak,Accessories,PURE_PARENT,INTERMEDIATE
Kodak,All,PURE_PARENT,TRUE_LEAF
Olympus,All Camera & Photo,PURE_PARENT,TRUE_LEAF
Olympus,Accessories,PURE_PARENT,INTERMEDIATE
Presentation Supplies,Binding Machine Supplies,INTERMEDIATE,TRUE_LEAF
iPad Air 2 & iPad mini 3 Accessories,Cases & Covers,PURE_PARENT,TRUE_LEAF
iPad Air 2 & iPad mini 3 Accessories,Styluses,PURE_PARENT,TRUE_LEAF
Gift Ideas,Portable Audio & Accessories Holiday Deals,PURE_PARENT,TRUE_LEAF
Gift Ideas,GPS & Navigation Holiday Deals,PURE_PARENT,TRUE_LEAF
Lenses & Filters,Filters,INTERMEDIATE,TRUE_LEAF
Sony,All Sony Camera & Photo,PURE_PARENT,TRUE_LEAF
JVC,Camcorder Accessories,PURE_PARENT,INTERMEDIATE
JVC,Camcorders,PURE_PARENT,INTERMEDIATE
Camcorders,Digital Camcorders,INTERMEDIATE,PURE_PARENT
Digital Camcorders,Microdrive,PURE_PARENT,TRUE_LEAF
Digital Camcorders,MiniDV,PURE_PARENT,TRUE_LEAF
Bluetooth,Cell Phone Headsets,PURE_PARENT,TRUE_LEAF
Bluetooth,Connectivity,PURE_PARENT,TRUE_LEAF
iPad Accessories,Styluses,PURE_PARENT,TRUE_LEAF
Intel Components,Processors,PURE_PARENT,TRUE_LEAF
HP Inkjet Printers,HP Single-Function Inkjet Printers,PURE_PARENT,TRUE_LEAF
Nikon,Accessories,PURE_PARENT,INTERMEDIATE
Nikon,All,PURE_PARENT,TRUE_LEAF
Gaming Keyboards,Razer,INTERMEDIATE,TRUE_LEAF
Gaming Keyboards,Corsair,INTERMEDIATE,TRUE_LEAF
Contour,Cameras,PURE_PARENT,TRUE_LEAF
Contour,Accessories and Mounts,PURE_PARENT,PURE_PARENT
Accessories and Mounts,Hunting and Fishing,PURE_PARENT,TRUE_LEAF
Accessories and Mounts,Biking,PURE_PARENT,TRUE_LEAF
HP PC Accessories,HP Laptop Bags/Cases,PURE_PARENT,TRUE_LEAF
HP PC Accessories,HP Laptop Sleeves,PURE_PARENT,TRUE_LEAF
Flip Video,Flip Video Accessories,PURE_PARENT,PURE_PARENT
Flip Video Accessories,Designed for Flip,PURE_PARENT,TRUE_LEAF
HP LaserJet Printers,HP Monochrome LaserJets,PURE_PARENT,TRUE_LEAF
Toshiba,Toshiba Laptops,INTERMEDIATE,TRUE_LEAF
Toshiba,Toshiba Netbook Accessories,INTERMEDIATE,TRUE_LEAF
Pyle Electronics Father's Day Deals,Musical Instruments,PURE_PARENT,TRUE_LEAF
Samsung Tablet Accessory Starter Kit,Screen Protectors,PURE_PARENT,INTERMEDIATE
Sony PC,Ultrabooks,PURE_PARENT,PURE_PARENT
Ultrabooks,Duo Series 2-in-1s Ultrabooks,PURE_PARENT,TRUE_LEAF
Ultrabooks,Pro Series Ultrabooks,PURE_PARENT,TRUE_LEAF
Sports & Vehicle GPS,Sports GPS,PURE_PARENT,TRUE_LEAF
Sports & Vehicle GPS,Vehicle GPS,PURE_PARENT,INTERMEDIATE
Meet Windows 8,Featured Windows 8 PCs,PURE_PARENT,TRUE_LEAF
Digital Video Recorders,8-Channel,PURE_PARENT,TRUE_LEAF
Data Cables & Chargers,Apple,INTERMEDIATE,TRUE_LEAF
Vehicle GPS,RV GPS,INTERMEDIATE,TRUE_LEAF
Pentax,Accessories,PURE_PARENT,INTERMEDIATE
iPad mini Accessories,Cases,PURE_PARENT,INTERMEDIATE
PC Products,Monitors,PURE_PARENT,INTERMEDIATE
Vivitar,Accessories,PURE_PARENT,INTERMEDIATE
