parent_asin,title,main_category,confidence,reason,brands,laptop_keywords,spec_types
B07BD5368S,"CableCreation USB 3.0 Memory Card Reader, USB 2-in-1 Card Adapter for TF, SD, SDXC, SDHC, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC and UHS-I Card, Aluminum Case, Black",All Electronics,high,Laptop keyword: 2-in-1,N/A,2-in-1,N/A
B00YZ35O72,JanSport Watchtower Laptop Backpack - Black Ballistic Nylon,,high,Laptop keyword: laptop,N/A,laptop,N/A
B00YZREEPG,Lavievert 13-13.3 Inch Macbook Air/ MacBook Pro Retina Ultrabook Netbook Bag Laptop and Tablet Briefcase Canvas Leather Sleeve Carrying Protector Organizer Cover Compatible with Most 11.6-Inch Laptop,Computers,high,Laptop keyword: laptop,macbook,"laptop, ultrabook, netbook, macbook",screen
B00Z0IBFYM,Samsung UN48JU6400 48-Inch 4K Ultra HD Smart LED TV (2015 Model),All Electronics,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B00Z14MV5C,"IBENZER Old MacBook Pro 13 Inch case A1278, Soft Touch Hard Case Shell Cover for Apple MacBook Pro 13 with CD-ROM, Love, MMP13LOVE+1",Computers,high,Laptop keyword: macbook,"apple, macbook",macbook,N/A
B00Z1SRR2U,Die-cut Decal Vinyl Sticker Iron Man Superhero for Macbook Laptop Car (White),Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B00Z2XISPO,"Asus Flip 2in1 Q302la-bsi5t16 13- Inch Touchscreen Laptop (Intel Core I5-5200u 2.2ghz Processor, 8 Gb DDR3 Ram, 500 Gb Hard Drive, Windows 8.1) (Black)",Computers,high,Laptop keyword: laptop,asus,"laptop, touchscreen laptop","cpu, screen, storage"
B00Z5CIMCG,Dland USB External Slot DVD CD RW Drive Burner Superdrive for Apple MacBook Pro Air iMac,Computers,high,Laptop keyword: macbook,"apple, macbook",macbook,N/A
B004Z9XGR6,iCon BKPK731-BLK Nylon Notebook Backpack - Fits up to 15.6-inch (Black),Computers,high,Laptop keyword: notebook,N/A,notebook,N/A
B0B1CD2GF8,"Beelink Mini PC, AMD Ryzen 5 5500U(7nm, 6C/12T) up to 4.0GHz, Mini Computer 16GB DDR4 RAM 1TB NVME SSD, Micro PC 4K@60Hz Triple Display, Mini Gaming Computer WiFi6 BT5.2 57W HTPC",Computers,medium,"Multiple specs: storage, cpu, screen, ram",N/A,N/A,"storage, cpu, screen, ram"
B06XQ6PZCM,"Model HP 17.3’’HD+ SVA WLED-backlit (1600x900) Display Laptop PC, Intel Core i5-7200U 2.5GHz, 8GB DDR4 RAM, 1TB HDD, DTS Studio Sound, Intel HD Graphics 620, DVD +/- RW, Windows 10",Computers,high,Laptop keyword: laptop,hp,laptop,"cpu, os, ram"
B00Z85LBV4,"Observ Classic Laptop Messenger Bag, Light Brown - Large Canvas Pack Designed to Fit Laptops 13"", 14"" and up to 15.6 Inches",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B00Z85LQ0K,"Observ Classic Laptop Messenger Bag, Army Green - Large Canvas Pack Designed to Fit Laptops 13"", 14"" and up to 15.6 Inches",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B00Z8T4X6U,Apple 85W MagSafe Power Adapter for 15- and 17-inch MacBook Pro,Apple Products,high,Laptop keyword: macbook,"apple, macbook",macbook,N/A
B00Z9FEXXQ,"Eathtek Replacement DC Power Jack Harness Plug In Cable for DELL Ultrabook XPS 13 XPS13 L321X L322X series, Compatible with part numbers GRM3D 0GRM3D DDD13CAD000",Computers,high,Laptop keyword: ultrabook,dell,ultrabook,N/A
B00Z9MA7NE,Laptop – Blue,Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B00ZA13HMC,AMNIE Herringbone Woollen Water-resistant 15-15.6 Inch Laptop Sleeve,Cell Phones & Accessories,high,Laptop keyword: laptop,N/A,laptop,screen
B00ZB0M8TA,"Dell Venue 8 Pro 3000 Series 32GB Windows Tablet with Intel 1.83 GHz Processor, 8.0 Inch HD Touchscreen Display, Bluetooth, Windows 8.1 (Certified Refurbished)",Computers,medium-high,"Brand (dell) + Specs (cpu, screen)",dell,N/A,"cpu, screen"
B000J4IIVK,"VTM-150UK 220/240 Volt International Travel Voltage Converter Adapter for UK, China, Africa & Middle East - 150 Watt, Ideal for Laptops, Chargers etc.",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B00ZCYTVMC,"Heritage Exel 17"" EZ- Scan Wheeled Laptop Portafolio / Rolling Overnighter Briefcase -Black",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B00ZF2U4JU,65W Slim Universal Laptop Power Adapter Charger for Acer Asus Toshiba Dell Lenovo IBM HP Compaq Samsung Sony Gateway Fujitsu Ultrabooks Power Supply Cord W/DC 15v 16v 18.5v 19v 19.5v 20volt Output,All Electronics,high,Laptop keyword: laptop,"dell, hp, lenovo, asus, acer, samsung, toshiba, sony, gateway, fujitsu, compaq","laptop, ultrabook",N/A
B00ZGE9CT0,"Cyber Acoustics Protective Work-in Always on Laptop Case and Shoulder Bag for 11-11.6 Inch Chromebook, Ultrabook and Notebook for Students, Classroom and Business (MR-CB1101)",,high,Laptop keyword: laptop,chromebook,"laptop, notebook, chromebook, ultrabook",screen
B00ZGI579U,Idea Apple Lightning Cable with Micro USB Lightning Dual 2-in-1 Charge Cable - 3.2 ft,Computers,high,Laptop keyword: 2-in-1,apple,2-in-1,N/A
B07DLBJ4QD,"tomtoc 360 Protective Laptop Sleeve for 15.6 Inch Acer Aspire E 15, 15.6 inch ASUS ROG Zephyrus, HP Pavilion 15, More 15.6 Inch Asus Dell Samsung Notebook Ultrabook",Computers,high,Laptop keyword: laptop,"dell, hp, asus, acer, samsung, rog, pavilion","laptop, notebook, ultrabook",screen
B00ZGY7QOS,"Inateck 14 Inch Laptop Bag Case Cover Sleeve Ultrabook Netbook Carrying Case for 14 ThinkPad, Dell Inspiron, Toshiba Satellite, HP Chromebook 14, ASUS and More, Light Gray",Computers,high,Laptop keyword: laptop,"dell, hp, asus, toshiba, inspiron, thinkpad, chromebook","laptop, chromebook, ultrabook, netbook, thinkpad",N/A
B00ZIYMNVW,"Manfrotto Phantom Pro-Light Backpack for DJI Phantom 4, Phantom 4 PRO, 3DR Solo Quadcopter Drones + Gimbal or Phantom FC40, Fits Extra Accessories GoPro Cameras and Laptop",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B00ZISAKSG,Samsung SmartCam Full HD Outdoor SNH-E6440BMR 1080p WiFi IP Camera - Certified Manufacturer Refurbished,Camera & Photo,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B00ZJBQG6M,ALTXHMY Headphone Accessories 3.5 mm Jack Aux Adapter 2 in 1 Earphone Splitter Adaptor,Cell Phones & Accessories,high,Laptop keyword: 2 in 1,N/A,2 in 1,N/A
B00ZJLT2UE,"Star Wars Darth Vader Holding Apple Macbook Decal Vinyl Sticker Apple Mac Air Pro Retina Laptop sticker, Model: , Electronic Store",Computers,high,Laptop keyword: laptop,"apple, macbook","laptop, macbook",screen
B00ZL0ZJFU,"[Ultra Slim] Weme 4-Port USB 2.0 Data Hub with Built-in 10CM Long Cable for iMac, MacBook, MacBook Pro, MacBook Air, Mac Mini, Chrombook, Surface 3, Surface Pro 3, Surface Pro 4,Surface Book,PC",Tools & Home Improvement,high,Laptop keyword: macbook,"macbook, surface",macbook,N/A
B0BQJW34D6,"5G Mini Projector Portable with WiFi and Bluetooth, 1080P HD Movie Projector for iPhone, Laptop, TV stick",All Electronics,high,Laptop keyword: laptop,N/A,laptop,screen
B00ZMH73WY,"Audio Adapter Phone to Hdmiconverter, Latest 2 in 1 Multiple Digital Adapter Compatible with HDMI",Cell Phones & Accessories,high,Laptop keyword: 2 in 1,N/A,2 in 1,N/A
B00ZOO1RFO,"Dell Inspiron i3543 15.6-Inch Touchscreen Laptop (Intel i3-5005U, 4GB RAM, 1TB HD, DVD RW, WiFi, Windows 8.1) Black",Computers,high,Laptop keyword: laptop,"dell, inspiron","laptop, touchscreen laptop","screen, ram"
B00ZONGCNW,"ECOSUSI Unisex Vintage Canvas Leather 14"" Laptop Messenger Bags Travelling Shoulder Bag Satchel Bag Blue",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B00ZOS2Q5K,SOCKO Backpack with Handle & Shoulder Strap for 10 to 17-Inch Laptop - Black,Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B00ZQMO6V6,S-ZONE Vintage Leather Briefcase 15.6 Inch Laptop Messenger Shoulder Satchel Bag,Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B00ZQJQV94,"ZOSI 8 Channel 1080p HD-TVI Security DVR Recorder,Hybrid Capability 4-in-1(Analog/AHD/TVI/CVI) Surveillance Dvr Kits,Motion Detection,Remote Control,Email Alarm,No Hard Drive",Camera & Photo,medium,"Multiple specs: screen, storage",N/A,N/A,"screen, storage"
B00ZTRAGWQ,"Blazing fast Dell Latitude E6320, i5 2.5GHz, 8GB of RAM, 128GB Solid State Hard Drive, Windows 7 Pro 64 bit, Mini HDMI output",Computers,medium-high,Brand (dell) + Specs (storage),"dell, latitude",N/A,storage
B00ZWKHG6O,"1byone USB C Hub 9 in 1 Aluminum Multiport Adapter With USB-C Charging, Port of Mic/Audio,3 USB 3.0 ports, HDMI, SD, MICro SD for Macbook Pro, Surface Pro,Notebook PC, USB Flash Drives and More",Cell Phones & Accessories,high,Laptop keyword: notebook,"macbook, surface","notebook, macbook",N/A
B00ZWSOHTA,"Whizzotech SATA Cable - USB 3.0 to 2.5"" SATA III Hard Drive Adapter Cable SSD HDD with UASP for Windows 10 Mac OS 1.5ft",Computers,medium,"Multiple specs: os, storage",N/A,N/A,"os, storage"
B00ZYKKSC6,"Dell Inspiron 3050 I3050-4427BLK Micro Mini Desktop Computer (Intel Celeron J1800 2.41 GHz, 2GB, 32GB Solid State Drive, Windows 8.1) Black",Computers,medium-high,Brand (dell) + Specs (cpu),"dell, inspiron",N/A,cpu
B0084AQLDI,"Sony RBDVP-SR500H 1080p Refurbished DVD Player, Black",All Electronics,medium-high,Brand (sony) + Specs (screen),sony,N/A,screen
B010072H2G,GMYLE Marble Pattern Soft-Touch Matte Frosted Plastic Hard Case Print for Apple MacBook Air 11 inch (Model: A1370/A1465) [2010-2015 Release],Computers,high,Laptop keyword: macbook,"apple, macbook",macbook,N/A
B0102P4JF4,USB Hub LDNIO Ultra Portable 7 Port USB 2.0 Sync Charging USB Stylish USB Hub Power Adapter for Hp Dell Apple Acer Lenovo PC Laptop Compatible with Windows 7 8 10 Mac Os X 10.2 and Above (Silver),Home Audio & Theater,high,Laptop keyword: laptop,"dell, hp, lenovo, acer, apple",laptop,os
B01054S5FM,"Screen Cleaner Kit - Best for LED & LCD TV, Computer Monitor, Laptop, and iPad Screens – Contains Over 1,572 Sprays in Each Large 16 Ounce Bottle – Includes Premium Microfiber Cloth",,high,Laptop keyword: laptop,N/A,laptop,N/A
B0105JD1HE,"Acer Aspire E5-573G-59C3 15.6"" Laptop Intel Core i5 5200U (2.20GHz) 8GB Memory 1TB HDD 8GB SSD NVIDIA GeForce 940M 2GB Bluetooth4.0 Windows 8.1",Computers,high,Laptop keyword: laptop,acer,laptop,"storage, cpu, ram"
B0106TCNZY,"Generic New 15.6"" HD Laptop Replacement LED LCD Screen Compatible with Dell Dcr74 (0DCR74 LP156WHB(TP)(A1))",Computers,high,Laptop keyword: laptop,dell,laptop,N/A
B07KHTQ3D2,"Swissdigital Design Vector Business Travel Laptop Backpack (Unisex) with Smart USB Charging Port Fits 15.6 inches laptops, Blue (SD-803)",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B07ZWFKDHS,"NOV8Tech USB C Hub for M1 MacBook Pro M1 2022-2016 & MacBook Air 2022-2018, 8 in 2 Gray USB Adapter, HDMI & Gigabit Ethernet, 100W Thunderbolt 3, SD 4.0 & MicroSD Reader, 2X USB 3",All Electronics,high,Laptop keyword: macbook,macbook,macbook,N/A
B010AZS6LO,Cuero Leather Messenger Satchel Laptop Messenger Bag Leather Briefcase Shoulder Men's Bag Leather Laptop Bag for Men and Women's,Computers,high,Laptop keyword: laptop,omen,laptop,N/A
B010B4L968,"Tendak HDMI 2 Ports Bi-Directional Splitter Switch 1 in 2 Out or 2 in 1 Out A-B AB A/B for HDTV, Blu-Ray, DVD, DVR, Playstation Xbox and PS3/PS4 - Support 4K x 2K, 3D 1080P",All Electronics,high,Laptop keyword: 2 in 1,N/A,2 in 1,screen
B010C93X5M,HP ChromeBook 11 G4 EE: 11.6-inch (1366x768) | Intel Celeron N2840 2.16GHz | 16GB eMMC SSD | 4GB RAM | Chrome OS - Black,Computers,high,Laptop keyword: chromebook,"hp, chromebook",chromebook,"storage, cpu, os, ram"
B010D4JASA,"32GB USB 3.0 Flash Drive DataFortress 100MB/S High Read Speed Memory Stick, Portable USB Thumb Drive for Windows 10, 8, 7, XP, Vista & Apple Macbook etc",All Electronics,high,Laptop keyword: macbook,"apple, macbook",macbook,os
B007KB5V0G,Asurion 2-Year Laptop Accidental Protection Plan ($400-$450),Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B010ECL868,"Incase ICON Sleeve with TENSAERLITE for MacBook 12"" Laptop Bag Black",AMAZON FASHION,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B088KFZ5HS,"[2 Pack] Surface Go 2 Screen Protector, OMOTON 9H Hardness HD Tempered Glass Screen Protector for Microsoft Surface Go 2 10.5 inch (2020 Released) / Surface Go 10 inch (2018 Released)",Computers,medium-high,Brand (microsoft) + Specs (screen),"microsoft, surface",N/A,screen
B010EUQ39W,Kattee Vintage Leather Briefcase 15.7 Inch Laptop Messenger Bag Tote,Computers,high,Laptop keyword: laptop,N/A,laptop,screen
B010FR94B8,"Brinch Unisex 13-Inch Laptop Messenger Bag for Apple, Acer, Asus, Dell, Fujitsu, Lenovo, HP, Samsung, Sony, Toshiba - Black",Computers,high,Laptop keyword: laptop,"dell, hp, lenovo, asus, acer, apple, samsung, toshiba, sony, fujitsu",laptop,N/A
B010FR9LV6,"Laptop Shoulder Bag 15.6 Inch,BRINCH Business Laptop Messenger Bag Work Briefcase Sleeve Case Crossbody Bag for Men/Women fits 15-15.6 Inch Laptop/Ultrabook/Chromebook Computers,Red",Computers,high,Laptop keyword: laptop,"chromebook, omen","laptop, chromebook, ultrabook, business laptop",screen
B0BH2LBTNG,"Hard Electronics Organizer, Travel Cable Organizers Bag Electronic Accessories Tech Storage Handy Case for MacBook Power Adapter, iPhone Chargers, Power Bank, Magic Mouse, USB Cables, Black+Black",Cell Phones & Accessories,high,Laptop keyword: macbook,macbook,macbook,N/A
B07K8PFVV7,"ZOZO MAXV Micro SD Card 64GB High Speed Class 10 Memory Card with Adapter Standard Packaging High Performance Choice for Camera, Cell Phone, Tablets, Smartphones, Laptops, Pictures, Videos,Store Data",Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B010HIZ5EK,"Acer 15.6"" Chromebook Laptop 2GB 16GB | CB5-571-C9DH",Computers,high,Laptop keyword: laptop,"acer, chromebook","laptop, chromebook",N/A
B010LE3JKW,65W Charger Square Tip Power Adapter for ThinkPad IdeaPad Yoga Edge X1 Carbon Helix Power Supply Cord,All Electronics,high,Laptop keyword: thinkpad,"thinkpad, ideapad","thinkpad, ideapad",N/A
B010LNUW1C,"Brinch 15-15.6 Inch Laptop Messenger Bag for Apple, Acer, Asus, Dell, Fujitsu, Lenovo, HP, Samsung, Sony, Toshiba (Purple)",Computers,high,Laptop keyword: laptop,"dell, hp, lenovo, asus, acer, apple, samsung, toshiba, sony, fujitsu",laptop,screen
B010N05TQQ,"Samsung SE450 Series 21.5 inch FHD 1920x1080 Desktop Monitor for Business with DVI, VGA, VESA Mountable, 3-Year Warranty, TAA (S22E450B)",Computers,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B00457WYOE,Caselogic PAS-215 15-Inch Macbook Neoprene Sleeve (Black),All Electronics,high,Laptop keyword: macbook,macbook,macbook,N/A
B010NXCXOO,Cooper FolderTab [Padfolio Tablet Case with Notepad] for iPad Air 2 | Business Executive Organizer Notebook Card Pockets | Apple A1566 A1567 (Black),Computers,high,Laptop keyword: notebook,apple,notebook,N/A
B010PCFDKO,"WEme 4-in-1 Mini DisplayPort (Compatible Thunderbolt) to HDMI/DVI/VGA Adapter Cable with Audio Output, Male to Female Converter for Apple MacBook Air Pro, Microsoft Surface Pro, Surface Book, Black",Computers,high,Laptop keyword: macbook,"apple, microsoft, macbook, surface",macbook,N/A
B010Q8FEK6,LG Electronics 65UF6450 65-Inch 4K Ultra HD Smart LED TV (2015 Model),All Electronics,medium-high,Brand (lg) + Specs (screen),lg,N/A,screen
B010Q8G3TC,Samsung UN55JU6400 55-inch 4K Ultra HD Smart LED TV (2015 Model),All Electronics,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B010Q8G39W,Samsung UN60JU6400 60-Inch 4K Ultra HD Smart LED TV (2015 Model),All Electronics,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B010S07018,"TAIFU 65W Laptop Adapter for Acer Aspire E 15 E5-575-33BM E5-575G-53VG ES1-511 ES1-511-C0M4, Aspire Aspire 1 3 5 A114 A315 A515 E3 E5 E11 ES1 ES1-111M ES1-411 ES 15 ES1-572-31KW 5520 5733Z 5742",All Electronics,high,Laptop keyword: laptop,acer,laptop,N/A
B010SHEISY,"SiKER 2600MAH High Performance New Battery 694864-851, 695192-001, H4Q45AA, HSTNN-YB4D, VK04 for HP Pavilion Sleekbook 14-b000, 15-b000, Pavilion Ultrabook 14-b000",Computers,high,Laptop keyword: ultrabook,"hp, pavilion",ultrabook,N/A
B010SP5ZEM,"Rii RK700 2.4Ghz Ultra-Slim Wireless Keyboard and Mouse Combo Multimedia Compact Keyboard and Mouse for PC Laptop,Desktop,Raspberry Pi KODI HTPC XBMC MacBook Android TV Box Smart TV,Windows",Computers,high,Laptop keyword: laptop,macbook,"laptop, macbook",N/A
B010UNIUSU,YANGHX Newest Design Ergonomic Articulating Computer Laptop Arm Support | Height Adjustable Armrest Desk Extender | User-Friendly Attachable Aluminum Alloy Arm Stand (Gray),Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B07PYLQZYR,"HP 15 Laptop- 15.6"" HD - i7-8565U - 12GB Memory - 256GB SSD",Computers,high,Laptop keyword: laptop,hp,laptop,"storage, ram"
B0BVMLY2RD,"SUPACOOL Lightweight Carry-on Travel Laptop Backpack with USB Charging Port For Men and Women, Large Backpack for College，Daypack for Trip, Work Bag, Backpack for travel(Olive and Brown)",,high,Laptop keyword: laptop,omen,laptop,N/A
B0112RY5WS,"MindShift FirstLight 30L Backpack for DSLR Camera, Lenses, Flashes, 15"" Laptop and 12"" Tablet",,high,Laptop keyword: laptop,N/A,laptop,N/A
B0113J7WGQ,Samsung Smart Curved Design Blu-Ray Disc 1080p Player With Wired Ethernet Content Streaming (Certified Refurbished),All Electronics,medium-high,Brand (samsung) + Specs (screen),samsung,N/A,screen
B0113QZV4Y,TenCloud External Loudspeaker for iPod iPhone Ipad TV PC MP3 MP4 PSP Tablet Laptop Universal Speaker Portable Voice Box Soundbox Black,Cell Phones & Accessories,high,Laptop keyword: laptop,N/A,laptop,N/A
B01142F0FC,"Tonor USB Professional Condenser Sound Podcast Studio Microphone for PC Laptop Computer Apple Mac Upgraded Version - Plug and play, Gold",All Electronics,high,Laptop keyword: laptop,apple,laptop,N/A
B0118J87VU,Karnotech Foldable Silicone Keyboard USB Wired Silicon Flexible Soft Waterproof Roll Up Silica Gel Computer Desktop (103 Keys) Keyboard for PC Laptop Notebook for library work class indoor environment Black,Computers,high,Laptop keyword: laptop,N/A,"laptop, notebook",N/A
B0119DAPVA,"AVANTEK BR-T7 Bluetooth Stereo Music Adapter Dongle, Portable Wireless Stereo Transmitter and Audio Receiver; Compatible w/ Headphones, TV, PC, Laptop, Tablet, iPhone, iPad, iPod, MP3, 3.5 mm Audio Devices",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B0119H4B2K,"Tronsmart USB-C to USB 3.1 Adapter, Compatible with Nexus 5X and 6P, MacBook (2015), ChromeBook Pixel and More",,high,Laptop keyword: chromebook,"chromebook, macbook","chromebook, macbook",N/A
B0119OI9XU,"Anker USB-C to USB 2.0 Cable (3.3ft) for USB Type-C Devices Including the new MacBook, ChromeBook Pixel, Nokia N1 Tablet and More",Cell Phones & Accessories,high,Laptop keyword: chromebook,"chromebook, macbook","chromebook, macbook",N/A
B011A7HEO6,"CybertronPC Hellion-XFire Gaming Desktop - AMD FX-6300 3.5GHz Hexa-Core Processor, 8GB DDR3 Memory, AMD Radeon R7 360 (2GB GDDR5) Graphics, 1TB/8GB Solid State Hybrid, DVD±RW, Microsoft Windows 10",Computers,medium-high,"Brand (microsoft) + Specs (cpu, os, ram)",microsoft,N/A,"cpu, os, ram"
B011BFVR36,Ombar A1322 Laptop Replacement Battery Compatible with Apple 13 inch MacBook Pro A1322 A1278 (2009 2010 2011 Version) 661-5229 661-5557 020-6547-A MB990LL/A (10.95V/6000mAh/65W),All Electronics,high,Laptop keyword: laptop,"apple, macbook","laptop, macbook",N/A
B019C47HS2,Wavlink AC600 Nano Size USB Wi-Fi Adapter Wireless USB Dongle Dual Band 2.4G/5G Ethernet Network LAN Card for Your Laptop PC- Black,All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B011BIWB1U,UGREEN Cat 7 Ethernet Cable Cat7 High Speed Flat Gigabit RJ45 LAN Cable 10Gbps Shielded Internet Network Patch Cord Compatible for Gaming PS5 PS4 PS3 Xbox PC Laptop Modem Router Computer 3FT 2 Pack,Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B011D8ASOU,"Plugable USB C SD Card Reader - Driverless USB C Card Reader for SD, Micro SD, MMC, or MS Cards (Compatible with Thunderbolt and USB-C MacBook Pro, 2018 MacBook Air, 12 Inch Retina MacBook)",Computers,high,Laptop keyword: macbook,macbook,macbook,screen
B011HNT80G,"Lenovo H50 Desktop (Core i5, 8 GB RAM, 1 TB HDD, Windows 10) 90B700EEUS",Computers,medium-high,"Brand (lenovo) + Specs (cpu, os)",lenovo,N/A,"cpu, os"
B011HNTGBM,"Lenovo C40 21.5-Inch All-in-One Desktop (AMD A4, 4 GB RAM, 500 GB HDD, Windows 10) F0B50051US [Discontinued by Manufacturer]",Computers,medium-high,Brand (lenovo) + Specs (os),lenovo,N/A,os
B011I6QHIS,SiKER 9cell High Performance BTY-M6D Battery for MSI GT60 GX60 GT70 GT660 GX660 GT680 GX680 GT780 GT780R GT663R GT660R GT680DXR GT680DX Series Laptop -12 Months Warranty,Computers,high,Laptop keyword: laptop,msi,laptop,N/A
B011JQIU2I,"PcProfessional Screen Protector (Set of 2) for HP ENVY x360 15.6"" [2015 Model] 15t / m6-w102dx m6-w103dx m6-w105dx m6-w010dx m6-w011dx m6-p113dx m6-p014dx m6-p013dx w154nr Touchscreen Laptop High Clarity Anti Scratch filter radiation",Computers,high,Laptop keyword: laptop,"hp, envy","laptop, touchscreen laptop",screen
B011KU9OH8,Zheino 30gb SSD 2.5 Inch Sata III MLC SSD Drive Solid State Drive (7mm) for Desktop Laptop (MLC not TLC Flash),Computers,high,Laptop keyword: laptop,N/A,laptop,storage
B077ZRWTSR,Portable 7.5Ft Charger Fit for Acer Spin 5 SP513-51 SP513-52N Spin 1 3 SP315-51 SP111-31 SP111-31N SP111-32N SP113-31 Swift 3 5 SF514-51 SF314-51 N16W2 SF313-51 Laptop AC Adapter Power Supply Cord,All Electronics,high,Laptop keyword: laptop,acer,laptop,N/A
B011MHPIH4,YttBuy-Pixar Lamp Disney Apple Macbook Decal Vinyl Sticker Apple Mac Air Pro Retina Laptop sticker,Computers,high,Laptop keyword: laptop,"apple, macbook","laptop, macbook",screen
B011MJ2JE2,PowerJive 800pc Laptop Screws Replacment Set Repair Kit + Screwdriver for IBM Toshiba Sony Dell Samsung Lenovo,Computers,high,Laptop keyword: laptop,"dell, lenovo, samsung, toshiba, sony",laptop,N/A
B011N3O12U,BRINCH New Soft Nylon Waterproof Laptop Computer Case Cover Sleeve Shoulder Strap Bag,Computers,high,Laptop keyword: laptop,N/A,laptop,N/A
B011NBXI7G,"EBK New laptop Battery for Acer Aspire S3 Ultrabook Ap11d3f Ap11d4f S3-391 S3-951 3icp5/65/88 Ms2346 Bt00303026 series ,S3-391-33214G52ADD S3-391-33224G52ADD [11.1V3280mah]",Computers,high,Laptop keyword: laptop,acer,"laptop, ultrabook",N/A
B0117YIEZA,"Unik Case Felt Laptop Sleeve Bag Case Cover for All 13"" 13-Inch Laptop Notebook / Macbook Pro / Macbook Unibody / Macbook Air / Ultrabook / Chromebook",Computers,high,Laptop keyword: laptop,"chromebook, macbook","laptop, notebook, chromebook, ultrabook, macbook",N/A
B011PNIVHO,Hard Drive Enclosure 3.5 Inch SATA III to USB 3.0 Full Aluminum HDD External Enclosure Case with UASP Feature & SATA III Hard Drive up to 4TB. Support Windows & Mac OS. Power Adapter Included,Computers,medium,"Multiple specs: os, storage",N/A,N/A,"os, storage"
B011QJQMQ4,"Bluelark Foldable Over Ear Headphones - Adjustable Lightweight Folding Wired Headphones Stereo Audio Corded Headset for Smartphones, PC, Laptop, MP3/ MP4 Player and More (Blue)",All Electronics,high,Laptop keyword: laptop,N/A,laptop,N/A
B00DE8EDXU,"Speck Products SeeThru Satin Soft Touch, Hard Shell Case for MacBook Air 13-Inch, Black",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B011SOAL64,"Incase ICON Sleeve with TENSAERLITE for MacBook Air 13""",Computers,high,Laptop keyword: macbook,macbook,macbook,N/A
B011SZ0COE,iKross USB FAN USB Mini Desktop Office Fan with 360 Rotation - Black For PC Computer Laptop Chromebook Ultrabook,Computers,high,Laptop keyword: laptop,chromebook,"laptop, chromebook, ultrabook",N/A
B01IXT84N4,Timbuk2 Command Laptop Backpack,Sports & Outdoors,high,Laptop keyword: laptop,N/A,laptop,N/A
B011TCEXRS,"PcProfessional Screen Protector (Set of 2) for HP Pavilion x360 11.6"" [2015 Model] 11t k020nr k062nr k064nr k061nr Touchscreen Laptop High Clarity Anti Scratch Filter Radiation",Computers,high,Laptop keyword: laptop,"hp, pavilion","laptop, touchscreen laptop",screen
B011TPWE76,"WESDAR Computer Speakers, 3.5mm USB Powered Subwoofer PC Speakers for Desktop, Laptop, Tablet, Notebook with Dynamic Sound, Enhanced Bass, Loud Sound and Volume Control Pack of 2 (Orange)",All Electronics,high,Laptop keyword: laptop,N/A,"laptop, notebook",N/A
B011TWYEFY,"MacBook Air 13-inch Case, iXCC Smooth Finish Soft-Touch Plastic Hard Shell Case [2 in 1] with Keyboard Cover [ Models: A1466 / A1369 ] - Pink",,high,Laptop keyword: macbook,macbook,"macbook, 2 in 1",N/A
B011UMDIVO,"USB-C to HDMI Adapter, CableDeconn USB 3.1 Type C (USB-C & Thunderbolt 3 Port Compatible) to HDMI 4K 1.8M Cable Converter for 2017 MacBook Pro and Huawei Mate 10",All Electronics,high,Laptop keyword: macbook,"huawei, macbook",macbook,screen
B0836LGD3K,YALUNDISI Laptop Backpack for Women Men Vintage Backpack Bookbags Anti Theft Bookbag 15.6inch,Computers,high,Laptop keyword: laptop,omen,laptop,screen
B076J79PBV,CoolBELL Sport Backpack Convertible Bag Shoulder Bag Briefcase 45L Travel Knapsack Light-weight Water-resistant Backpack Sport Duffel Fits 17.3 Inch Laptop For Men/Women (Grey),Computers,high,Laptop keyword: laptop,omen,laptop,screen
