parent_asin,title,categories,main_category,price,average_rating,rating_number,details
B07KM1CXH6,"Dell Latitude E5420 Laptop, HDMI, Intel Core i3 2.1GHz, 4GB DDR3, 160GB SATA HDD, DVDRW, Windows 10 Home 64bit w/ Restore Partition (Renewed)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,161.41,4.0,257,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""Dell"", ""Color"": ""Grey"", ""Series"": ""Latitude E5420"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i3-2310M"", ""CPU Speed"": ""2.1 GHz"", ""Processor"": ""2.1 GHz Core_i3_2310M"", ""Hard Drive"": ""160 GB 160GB HDD 5400 rpm"", ""Model Name"": ""Latitude E5420"", ""Item Weight"": ""4.5 pounds"", ""Screen Size"": ""14 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""160 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 22426, ""Traditional Laptop Computers"": 3426, ""Climate Pledge Friendly: Computers"": 2791}, ""Hardware Platform"": ""PC"", ""Item model number"": ""E5420"", ""Product Dimensions"": ""13.8 x 9.4 x 1.3 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""November 15, 2018"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""2"", ""Item Dimensions  LxWxH"": ""13.8 x 9.4 x 1.3 inches"", ""Number of USB 2.0 Ports"": ""4"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Standing screen display size"": ""14 Inches""}"
B07VHRDQPX,"ASUS VivoBook Pro 17 Thin and Portable Laptop, 17.3” FHD, Intel Core i7-8565U, GeForce GTX 1050, 16GB DDR4, 256GB SSD+1TB, Wi-Fi 5, Backlit KB, FP Reader, Windows 10 - N705FD-ES76, Gaming Capable","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.2,465,"{""RAM"": ""16 GB DDR4"", ""Brand"": ""ASUS"", ""Color"": ""Black/Silver"", ""Series"": ""VivoBook Pro 17 N705"", ""Voltage"": ""5 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Intel Core i7"", ""Processor"": ""4.6 GHz apple_ci7"", ""Hard Drive"": ""1 TB HDD"", ""Model Name"": ""VivoBook Pro 17 N705"", ""Item Weight"": ""4.85 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""4.6 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11a/b/g/n/ac, Bluetooth"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Backlit Kb"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10 Home"", ""Flash Memory Size"": ""256"", ""Hardware Platform"": ""PC"", ""Item model number"": ""N705FD-ES76"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""16.2 x 10.6 x 0.8 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""December 26, 2018"", ""Graphics Coprocessor"": ""NVIDIA GeForce GTX 1050"", ""Hard Drive Interface"": ""Serial ATA-600"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Graphics Card Ram Size"": ""4 GB"", ""Item Dimensions  LxWxH"": ""16.2 x 10.6 x 0.8 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""16 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""17.3 Inches""}"
B074HCS5F2,"Lenovo IdeaPad 15.6"" HD Flagship High Performance Laptop PC | A6-7310 Quad-Core | 4GB RAM | 500GB HDD | DVD+/-RW | HDMI | Windows 10","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.9,374,"{""RAM"": ""4 GB DDR3L"", ""Brand"": ""Lenovo"", ""Color"": ""Black"", ""Series"": ""ideapad 110"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""A6-7310"", ""Processor"": ""2 GHz a6_7310"", ""Hard Drive"": ""500 GB HDD"", ""Model Name"": ""ideapad 110"", ""Item Weight"": ""5.5 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""1600 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""AMD"", ""Wireless Type"": ""802.11b"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 48044, ""Traditional Laptop Computers"": 8646}, ""Flash Memory Size"": ""250 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""80TJ00LRUS"", ""Product Dimensions"": ""14.9 x 10.4 x 0.9 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""December 18, 2015"", ""Graphics Coprocessor"": ""AMD Radeon R4"", ""Hard Drive Interface"": ""ATA"", ""Number of Processors"": ""2"", ""Item Dimensions  LxWxH"": ""14.9 x 10.4 x 0.9 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""4 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches"", ""Average Battery Life (in hours)"": ""5 Hours""}"
B0BLHZPQ16,"Acer 2023 Newest Swift X Creator Laptop, 14"" FHD 100% sRGB Display, AMD Ryzen 7 5800U, NVIDIA GeForce RTX 3050 Ti, 16GB RAM, 1TB SSD, Backlit Keyboard, Windows 10 Home, Gold","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.2,34,"{""RAM"": ""16 GB LPDDR4X"", ""Brand"": ""acer"", ""Series"": ""Laptop"", ""CPU Model"": ""Ryzen 7 5800U"", ""Processor"": ""4.4 GHz ryzen_7_5800u"", ""Hard Drive"": ""1 TB SSD"", ""Model Name"": ""Laptop"", ""Item Weight"": ""3.31 pounds"", ""Screen Size"": ""14 Inches"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11ax"", ""Hard Disk Size"": ""1 TB"", ""Processor Brand"": ""AMD"", ""Special Feature"": ""Backlit Keyboard"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 50062, ""Traditional Laptop Computers"": 9086}, ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""12.71 x 8.35 x 0.7 inches"", ""Date First Available"": ""October 18, 2022"", ""Graphics Coprocessor"": ""NVIDIA GeForce RTX 3050 Ti"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""8"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""12.71 x 8.35 x 0.7 inches"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""16 GB"", ""Standing screen display size"": ""14 Inches""}"
B0C5K1GDL5,"ASUS VivoBook 14"" FHD 1080p Laptop, Intel Core i3-1115G4, 12GB RAM, 512GB PCIe SSD, Backlit Keyboard, HDMI, WiFi, Webcam, Windows 11 Home, Slate Grey","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,409.0,4.4,100,"{""RAM"": ""12 GB SDRAM"", ""Brand"": ""ASUS"", ""Color"": ""Grey"", ""Series"": ""Vivobook"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Core i3"", ""Processor"": ""1.7 GHz core_i3"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Vivobook"", ""Item Weight"": ""3.3 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""4.1 GHz"", ""Power Source"": ""AC & Battery"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Backlit Keyboard"", ""Card Description"": ""Intel UHD Graphics"", ""Operating System"": ""Windows 11"", ""Best Sellers Rank"": {""Computers & Accessories"": 26969, ""Traditional Laptop Computers"": 4231}, ""Flash Memory Size"": ""512 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""14"", ""Product Dimensions"": ""12.81 x 8.5 x 0.78 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""December 14, 2021"", ""Graphics Coprocessor"": ""Intel UHD Graphics"", ""Hard Drive Interface"": ""PCIE x 4"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Item Dimensions  LxWxH"": ""12.81 x 8.5 x 0.78 inches"", ""Number of USB 2.0 Ports"": ""2"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Intel UHD Graphics"", ""Ram Memory Installed Size"": ""12 GB"", ""Standing screen display size"": ""14 Inches""}"
B01IO9YI4M,"MSI VR Ready GT62VR Dominator Pro-005 15.6"" G-SYNC Hardcore Gaming Laptop GTX 1070 i7-6700HQ 32GB 256GB M.2 SATA + 1TB Windows 10","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.0,162,"{""RAM"": ""32 GB"", ""Brand"": ""MSI"", ""Color"": ""Black"", ""Series"": ""GT62VR Dominator Pro-005"", ""Voltage"": ""19.5 Volts"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7"", ""Processor"": ""2.6 GHz core_i7"", ""Hard Drive"": ""1000 GB SATA"", ""Model Name"": ""GT62VR Dominator Pro-005"", ""Item Weight"": ""6.48 pounds"", ""Screen Size"": ""15 Inches"", ""Memory Speed"": ""3.5 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""1000 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10"", ""Flash Memory Size"": ""256"", ""Hardware Platform"": ""PC"", ""Item model number"": ""GT62VR Dominator Pro-005"", ""Product Dimensions"": ""15.35 x 10.47 x 1.56 inches"", ""Computer Memory Type"": ""GDDR5"", ""Date First Available"": ""August 13, 2016"", ""Graphics Coprocessor"": ""NVIDIA GeForce GTX 1070"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1920x1080 Pixels"", ""Graphics Card Ram Size"": ""6 MB"", ""Item Dimensions  LxWxH"": ""15.35 x 10.47 x 1.56 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""32 GB"", ""Hard Drive Rotational Speed"": ""7200 RPM"", ""Standing screen display size"": ""15 Inches""}"
B00REWQS8U,Toshiba Satellite S55T-B5150 15.6-Inch Touchscreen Laptop,"[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.1,47,"{""RAM"": ""12 GB DDR4"", ""Brand"": ""Toshiba"", ""Color"": ""Black and silver"", ""Series"": ""Toshiba Satellite S55T-B5150"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7"", ""Processor"": ""3.6 GHz core_i7"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Toshiba Satellite S55T-B5150"", ""Item Weight"": ""4.85 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""3.6 GHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""801.11ac"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8.1"", ""Flash Memory Size"": ""256"", ""Item model number"": ""PSPRDU-00204T"", ""Product Dimensions"": ""10.2 x 14.96 x 0.93 inches"", ""Computer Memory Type"": ""Unknown"", ""Date First Available"": ""February 1, 2015"", ""Graphics Coprocessor"": ""Mobile Intel HD graphics"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1366X768 Pixels"", ""Item Dimensions  LxWxH"": ""10.2 x 14.96 x 0.93 inches"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""12 GB"", ""Standing screen display size"": ""15.6 Inches""}"
B01MS6TKUA,"HP Stream 14 Inch Laptop (Intel Celeron N3050 1.6GHz, 4GB RAM, 32GB Solid State Drive, WiFi, HDMI, Windows 10 Home) Blue (Renewed)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.2,79,"{""RAM"": ""4 GB DDR3"", ""Brand"": ""HP"", ""Series"": ""HPSTREAM14CR"", ""Voltage"": ""110 Volts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Celeron"", ""CPU Speed"": ""1.6 GHz"", ""Processor"": ""1.6 GHz celeron"", ""Hard Drive"": ""32 GB SSD"", ""Model Name"": ""HPSTREAM14CR"", ""Item Weight"": ""2.8 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""2.48 GHz"", ""Power Source"": ""Corded Electric, Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth, 802.11b"", ""Hard Disk Size"": ""32 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Flash Memory Size"": ""32 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""HPSTREAM14CR"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""8.1 x 11.8 x 0.78 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""October 30, 2016"", ""Graphics Coprocessor"": ""Intel HD Graphics 400"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1366x768"", ""Item Dimensions  LxWxH"": ""8.1 x 11.8 x 0.78 inches"", ""Number of USB 2.0 Ports"": ""1"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""4 GB"", ""Standing screen display size"": ""14 Inches"", ""Average Battery Life (in hours)"": ""16 Hours""}"
B00ANKN1FI,"Dell Inspiron 14z i14z-2100sLV 14.0-Inch Ultrabook (1.9 GHz Intel Core i3-3227U Processor, 6GB DDR3, 500GB HDD, Windows 8) Moon Silver [Discontinued By Manufacturer]","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.0,21,"{""RAM"": ""6 GB DDR3"", ""Brand"": ""Dell"", ""Color"": ""Moon Silver"", ""Series"": ""Inspiron 14z Ultrabook"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""Core i3"", ""Processor"": ""1.9 GHz core_i3"", ""Hard Drive"": ""500 GB HDD"", ""Model Name"": ""Inspiron 14z Ultrabook"", ""Item Weight"": ""6.25 pounds"", ""Screen Size"": ""14 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11bgn"", ""Hard Disk Size"": ""500 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 8"", ""Flash Memory Size"": ""32"", ""Hardware Platform"": ""PC"", ""Item model number"": ""i14z-2100sLV"", ""Screen Resolution"": ""1366 x 768 pixels"", ""Product Dimensions"": ""19.13 x 12.56 x 3.78 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""February 3, 2013"", ""Graphics Coprocessor"": ""Integrated Intel HD Graphics"", ""Hard Drive Interface"": ""Unknown"", ""Max Screen Resolution"": ""1366x768"", ""Item Dimensions  LxWxH"": ""19.13 x 12.56 x 3.78 inches"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""6 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""14 Inches""}"
B07S35LC9N,"MSI GL63 9SDK-623 15.6"" Gaming Notebook - 1920 x 1080 - Core i5 i5-9300H - 8 GB RAM - 512 GB SSD - Black - Windows 10 Home - NVIDIA GeForce GTX 1660 Ti with 6 GB - in-Plane Switching (IPS) Techno","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.3,28,"{""Brand"": ""MSI"", ""Series"": ""GL63 9SDK"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""CPU Model"": ""8032"", ""Processor"": ""8032"", ""Hard Drive"": ""SSD"", ""Model Name"": ""GL63 9SDK"", ""Resolution"": ""1080p"", ""Item Weight"": ""4.8 pounds"", ""Screen Size"": ""15.6 Inches"", ""Memory Speed"": ""2.3 GHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11ac"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10 Home"", ""Flash Memory Size"": ""512 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""MSIGL639SDK623"", ""Screen Resolution"": ""1920 x 1080 pixels"", ""Product Dimensions"": ""15.08 x 10.23 x 1.16 inches"", ""Computer Memory Type"": ""Unknown"", ""Date First Available"": ""May 22, 2019"", ""Graphics Coprocessor"": ""NVIDIA GeForce GTX 1660Ti"", ""Hard Drive Interface"": ""Unknown"", ""Number of Processors"": ""1"", ""Hard Disk Description"": ""SSD"", ""Max Screen Resolution"": ""1920 x 1080 Pixels"", ""Graphics Card Ram Size"": ""6 GB"", ""Item Dimensions  LxWxH"": ""15.08 x 10.23 x 1.16 inches"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""15.6 Inches""}"
B07SWFGJM4,"HP 17-by1061st 17.3"" Laptop, Intel 8th Generation i3-8145U, 8GB DDR4 Memory, 1TB HDD, Win 10 Home","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,599.99,4.3,83,"{""RAM"": ""8 GB DDR4"", ""Brand"": ""HP"", ""Series"": ""HP 17-by1061st"", ""Voltage"": ""240 Volts"", ""Batteries"": ""1 Lithium Ion batteries required."", ""CPU Model"": ""i3-2370M"", ""CPU Speed"": ""2.9 GHz"", ""Processor"": ""2.9 GHz i3_2370m"", ""Hard Drive"": ""HDD"", ""Model Name"": ""HP 17-by1061st"", ""Item Weight"": ""4.4 pounds"", ""Screen Size"": ""17.3 Inches"", ""Memory Speed"": ""2400 MHz"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10"", ""Best Sellers Rank"": {""Computers & Accessories"": 36162, ""Traditional Laptop Computers"": 6182}, ""Hardware Platform"": ""PC"", ""Item model number"": ""6GS68UA"", ""Screen Resolution"": ""1600 x 900 pixels"", ""Optical Drive Type"": ""No Optical Drive"", ""Product Dimensions"": ""20.05 x 13.05 x 3 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""September 25, 2019"", ""Graphics Coprocessor"": ""Intel UHD Graphics 620"", ""Number of Processors"": ""1"", ""Hard Disk Description"": ""HDD"", ""Graphics Card Ram Size"": ""2 MB"", ""Item Dimensions  LxWxH"": ""20.05 x 13.05 x 3 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Hard Drive Rotational Speed"": ""1.00"", ""Standing screen display size"": ""17.3 Inches"", ""Average Battery Life (in hours)"": ""9.5 Hours""}"
B07XQJ5BB9,"Apple MacBook Air 13.3"" MQD32LL/A, Intel Core i5-5350U 1.8Ghz, 8GB RAM, 256GB SSD, Silver (Renewed)","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,336.48,4.1,297,"{""RAM"": ""8 GB LPDDR3"", ""Brand"": ""Apple"", ""Color"": ""Silver"", ""Series"": ""MacBook Air"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i5"", ""Processor"": ""1.8 GHz core_i5"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""MacBook Air"", ""Item Weight"": ""3 pounds"", ""Screen Size"": ""13.3 Inches"", ""Memory Speed"": ""1.8 GHz"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Mac OS"", ""Best Sellers Rank"": {""Computers & Accessories"": 4203, ""Traditional Laptop Computers"": 495, ""Climate Pledge Friendly: Computers"": 1016}, ""Flash Memory Size"": ""256 GB"", ""Hardware Platform"": ""Mac"", ""Item model number"": ""A1466"", ""Screen Resolution"": ""1440 x 900 pixels"", ""Product Dimensions"": ""12.8 x 8.94 x 11.68 inches"", ""Computer Memory Type"": ""DDR3 SDRAM"", ""Date First Available"": ""September 10, 2019"", ""Graphics Coprocessor"": ""Intel"", ""Hard Drive Interface"": ""ATA"", ""Number of Processors"": ""2"", ""Max Screen Resolution"": ""1440 x 900 Pixels"", ""Item Dimensions  LxWxH"": ""12.8 x 8.94 x 11.68 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""13.3 Inches""}"
B09RSNW3LR,"Lenovo 2022 IdeaPad 3 15.6"" HD Touchscreen Laptop Computer, 10th Gen Intel Core i5-1035G1, 12GB RAM, 256GB SSD, Intel UHD Graphics, HD Webcam, Bluetooth, Windows 10, Grey, 32GB SnowBell USB Card","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,569.0,4.2,44,"{""RAM"": ""12 GB DDR4"", ""Brand"": ""Lenovo"", ""Color"": ""Grey"", ""Series"": ""Lenovo"", ""CPU Model"": ""Core i5 Family"", ""Processor"": ""1 GHz core_i5_family"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Lenovo"", ""Item Weight"": ""4.07 pounds"", ""Screen Size"": ""15.6 Inches"", ""Power Source"": ""Battery Powered"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""Bluetooth"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti-glare"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 10 Home"", ""Best Sellers Rank"": {""Computers & Accessories"": 70383, ""Traditional Laptop Computers"": 13712}, ""Flash Memory Size"": ""256 GB"", ""Hardware Platform"": ""PC"", ""Item model number"": ""Lenovo"", ""Product Dimensions"": ""14.26 x 9.98 x 0.78 inches"", ""Computer Memory Type"": ""DDR4 SDRAM"", ""Date First Available"": ""September 18, 2020"", ""Graphics Coprocessor"": ""Intel UHD Graphics"", ""Hard Drive Interface"": ""Solid State"", ""Number of Processors"": ""4"", ""Max Screen Resolution"": ""1366 x 768 Pixels"", ""Item Dimensions  LxWxH"": ""14.26 x 9.98 x 0.78 inches"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""12 GB"", ""Hard Drive Rotational Speed"": ""5400 RPM"", ""Standing screen display size"": ""15.6 Inches""}"
B00HV053J0,"Lenovo ThinkPad X1 Carbon 20A7002QUS Laptop (Windows 7, Intel Core i7-4600U, 14"" LED-lit Screen, Storage: 256 GB, RAM: 8 GB) Black","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,3.2,17,"{""RAM"": ""8 GB DDR3"", ""Brand"": ""Lenovo"", ""Color"": ""Black"", ""Series"": ""Lenovo"", ""Batteries"": ""1 Lithium Ion batteries required. (included)"", ""CPU Model"": ""Core i7"", ""Processor"": ""2.1 GHz core_i7"", ""Hard Drive"": ""256 GB SSD"", ""Model Name"": ""Lenovo"", ""Item Weight"": ""2.96 pounds"", ""Screen Size"": ""14 Inches"", ""Memory Speed"": ""2400 MHz"", ""Power Source"": ""Corded Electric"", ""Chipset Brand"": ""Intel"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""256 GB"", ""Processor Brand"": ""Intel"", ""Card Description"": ""Integrated"", ""Operating System"": ""Windows 7"", ""Best Sellers Rank"": {""Computers & Accessories"": 197331, ""Traditional Laptop Computers"": 46280}, ""Flash Memory Size"": ""256"", ""Hardware Platform"": ""PC"", ""Item model number"": ""20A7002QUS"", ""Product Dimensions"": ""8.92 x 13.03 x 0.7 inches"", ""Computer Memory Type"": ""SODIMM"", ""Date First Available"": ""February 5, 2014"", ""Graphics Coprocessor"": ""Intel HD Graphics 4400"", ""Hard Drive Interface"": ""Serial ATA"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1600x900 Pixels"", ""Item Dimensions  LxWxH"": ""8.92 x 13.03 x 0.7 inches"", ""Rear Webcam Resolution"": ""8 MP"", ""Number of USB 3.0 Ports"": ""2"", ""Graphics Card Description"": ""Integrated"", ""Ram Memory Installed Size"": ""8 GB"", ""Standing screen display size"": ""14 Inches"", ""Average Battery Life (in hours)"": ""9 Hours""}"
B01NAW75XF,"Gigabyte P55Wr7-KL3 15.6"" Notebook FHD IPS 7th Gen Intel Kabylake i7-7700HQ NVIDIA GeForce GTX 1060 GDDR5 6GB VRAM DDR4 2400 16Gx1 RAM M.2 SATA 256GB SSD 1TB 7200rpm HDD Windows 10 Gaming Laptop","[""Electronics"", ""Computers & Accessories"", ""Computers & Tablets"", ""Laptops"", ""Traditional Laptops""]",Computers,,4.0,58,"{""RAM"": ""16 GB DDR4"", ""Brand"": ""Gigabyte"", ""Series"": ""P55Wr7-KL3"", ""CPU Speed"": ""3.8 GHz"", ""Processor"": ""3.8 GHz"", ""Hard Drive"": ""1024 GB Hybrid Drive"", ""Model Name"": ""P55Wr7-KL3"", ""Item Weight"": ""5.73 pounds"", ""Screen Size"": ""15 Inches"", ""Memory Speed"": ""2400 MHz"", ""Chipset Brand"": ""NVIDIA"", ""Wireless Type"": ""802.11ac"", ""Hard Disk Size"": ""1024 GB"", ""Processor Brand"": ""Intel"", ""Special Feature"": ""Anti-glare"", ""Card Description"": ""Dedicated"", ""Operating System"": ""Windows 10"", ""Flash Memory Size"": ""256"", ""Item model number"": ""P55Wr7-KL3"", ""Optical Drive Type"": ""DVD-RW"", ""Product Dimensions"": ""14.92 x 10.59 x 1.05 inches"", ""Computer Memory Type"": ""GDDR5"", ""Date First Available"": ""January 5, 2017"", ""Graphics Coprocessor"": ""NVIDIA GeForce GTX 1060"", ""Hard Drive Interface"": ""Serial ATA-600"", ""Number of Processors"": ""1"", ""Max Screen Resolution"": ""1920x1080 Pixels"", ""Item Dimensions  LxWxH"": ""14.92 x 10.59 x 1.05 inches"", ""Number of USB 3.0 Ports"": ""3"", ""Graphics Card Description"": ""Dedicated"", ""Ram Memory Installed Size"": ""16 GB"", ""Hard Drive Rotational Speed"": ""7200 RPM"", ""Standing screen display size"": ""15 Inches""}"
