parent_asin,title,price,average_rating,rating_number,price_segment,connectivity,form_factor,brand,popularity_score,value_score
B01H4US7PS,"Urbanears Sumpan in-Ear Headphones, Indigo (4091381) (Model: 04091381)",,4.0,490,,Unknown,Earbuds/In-Ear,Urbanears,0.3005010049127169,
B077H4P54M,AirPod Skins & Silicone Charging Case Cover | Easy Install | Customize and Protect | Free Lifetime Replacements | Max Coverage | Compatible with Apple AirPods Accessories (Matte Black Case & Skin),14.99,3.9,370,Budget (<$20),Unknown,Earbuds/In-Ear,AirPod,0.2903780589218661,3.8337595907928392
B09Z6C6F8M,LEWOTE Airpods Silicone Case Funny Cute Cover Compatible for Apple Airpods 1&2[Dessert Food Series][Best Gift for Girls Boys or Couples] (Canned Beef),9.99,4.6,1576,Budget (<$20),Unknown,Earbuds/In-Ear,LEWOTE,0.36161366612991636,2.1670281995661607
B07BDMS3RR,"Teyomi Airpods Case/Airpods 2 Case, Protective Silicone Cover Skin with Sport Strap for Apple Airpods Charging Case[Front LED Not Visible] (Red)",,4.4,1349,,Unknown,Earbuds/In-Ear,Teyomi,0.3413810932972237,
B088VJMG38,Pela: Airpod and Airpod Pro Case - Eco-Friendly - Made from Plants (Black),14.95,4.7,430,Budget (<$20),Unknown,Earbuds/In-Ear,Pela:,0.37043953191729156,3.1740976645435244
B0BF4Y55XR,"QINGQING Compatible with AirPods Case, 3 in 1 Cute Printed Design Airpods cCase 2nd Generation Protective Hard Case Cover Portable & Shockproof Women Men with Keychain for Airpods 2/1 Charging Case",9.99,4.5,2235,Budget (<$20),Unknown,Earbuds/In-Ear,QINGQING,0.35228884452967185,2.215077605321508
B09NN9N4T1,"Compatible with Beats Fit Pro Case, QINGQING Switch Case for Apple Beats Fit Pro 2021 Earbuds Case Gift for Men Kids Teens Boys Soft Silicone Case with Keychain Accessories (Blue/Grey/Green)",11.99,4.2,463,Budget (<$20),Unknown,Earbuds/In-Ear,Compatible,0.3204733420647755,2.847980997624703
B017GLFGUE,"Bedphones Gen. 3 On-Ear Sleep Headphones - Thinnest, Most Comfortable Earphones for Sleeping, Air Travel, Workout, Sport, Running, Insomnia, Tinnitus Relief, ASMR w/Inline Mic and Remote - Black",,2.8,145,,Unknown,On-Ear,Bedphones,0.1801475351890209,
B0C1KX2J75,"SoundPEATS Q30 HD Bluetooth Headphones in-Ear Stereo Wireless 5.0 Magnetic Earphones IPX6 Sweatproof Earbuds with Mic for Sports, Immersive Bass, 10mm Drivers, aptX-HD, 13 Hours Playtime",32.99,4.2,2675,Entry ($20-50),Wireless,Earbuds/In-Ear,SoundPEATS,0.3227396464961247,7.836104513064133
B0B3XHVKFR,Apple Earbuds Wired with Lightning Connector [Apple MFi Certified] in Ear Stereo Noise Canceling Isolating Headset Headphone(Built-in Microphone&Volume Control)for iPhone 14/13/12/11/XR/XS/X/8-All iOS,,3.5,190,,Wired,Earbuds/In-Ear,Apple,0.25019363993558996,
B081RBXJ11,"MP3 & MP4 Player Case for SOULCKER/G.G.Martinsen/Grtdhx/iPod Nano/Sandisk Music Player/Sony NW-A45 and Other Music Players with Bluetooth. Fit for Earbuds, USB Cable, Memory Card - Blue",10.99,4.7,117,Budget (<$20),Wireless,Earbuds/In-Ear,MP3,0.3701188477911558,2.3333333333333335
B0C4FBB8LN,"Wireless Earbud, Bluetooth 5.3 Headphones Sport Wireless Bluetooth Earphones in Ear Noise Cancelling Earbud with Mic Deep Bass, Earhooks Ear Buds IP7 Waterproof 48H Headset for Running Gym[2022 New]",35.99,4.2,6730,Entry ($20-50),Wireless,Earbuds/In-Ear,Wireless,0.32689419643695694,8.548693586698338
B08794BD33,"ZacharyMarcus Compatible with AirPods Case, Premium TPU Shockproof Protective Cover for AirPods 2 & 1, AirPods 2 & 1 Charging Case Headphone Case with Keychain - Butterfly(No LED Light)",16.99,4.4,62,Budget (<$20),Unknown,Earbuds/In-Ear,ZacharyMarcus,0.34006249754534923,3.852607709750566
B09MF25SCF,"JBL Tune 215TWS True Wireless Earbud Headphones - Pure Bass Sound, Bluetooth, 25H Battery, Dual Connect (Black)",69.95,4.3,3450,Mid-Range ($50-100),Wireless,Earbuds/In-Ear,JBL,0.3335336726870359,16.229698375870072
B09QKPH792,House Gem Airpods Cleaner Kit Multi-Function Cleaning Kit Pen for Airpod Pro 1 2 3 3-in-1 Design with Soft Brush High Density Sponge for Earbuds iPhone Bluetooth Headphone Earphone Case Black,9.99,4.4,277,Budget (<$20),Wireless,Earbuds/In-Ear,House,0.3402827757789568,2.2653061224489797
B08TTT6F56,"Zeskit Premium 3.5mm Jack Male to Female AUX Audio Extension Cable, TRRS 4 Poles for Headphones with Mic, Speakers - 12ft",8.99,4.6,4514,Budget (<$20),Wired,Unknown,Zeskit,0.36462379380591264,1.9501084598698484
B0BF92FXF6,"Laptop Phone TV Screen Keyboard Cleaner Brush Kit for iPhone iPad MacBook PC Computer, DauMeiQH 7-in-1 Electronics Earbud Cleaning Pen Tool for Airpod Pro EarPod Earphone - 5ml Touchscreen Mist Spray",11.99,4.3,148,Budget (<$20),Unknown,Earbuds/In-Ear,Laptop,0.3301506088387922,2.7819025522041767
B0C4FB3QSH,[12 Pieces] Lanwow Replacement Ear Tips for AirPods Pro & AirPods Pro 2 with Portable Storage Box. Anti-Slip Silicon Earbuds Tips with Noise Reduction Hole (S/M/L) (6 Pairs),8.99,4.4,134,Budget (<$20),Unknown,Earbuds/In-Ear,[12,0.3401362651398597,2.0385487528344672
B09T6W2K9R,"MillSO USB to 3.5mm Audio Jack Adapter, Sapphire Blue TRRS USB to AUX Audio Jack External Stereo Sound Card for Headphone, Speaker, PS4, PS5, PC, Laptop, Desktops - 1 Feet",8.99,4.5,2014,Budget (<$20),Unknown,Unknown,MillSO,0.3520624189965217,1.9933481152993349
B07ZPFCR74,Spigen Silicone Fit Designed for Apple Airpods Pro Case (2019) - Black,,4.0,722,,Unknown,Earbuds/In-Ear,Spigen,0.30073870049502843,
B07JPXB5X3,"4 Pin XLR to 6.35mm Female 1/4"" Silver Plated Audio Headphone Apapter Cable 20CM",,3.7,13,,Wired,Unknown,4,0.2700122945990851,
B0C39Q72KV,"Yealink UH36 Professional Wired Headset - Telephone Headphones for Calls and Music, Noise Cancelling Headset with Mic for Computer PC Laptop（for Teams Optimized, Stereo,3.5mm Jack/USB Connection）",88.99,4.4,341,Mid-Range ($50-100),Wired,Unknown,Yealink,0.34034834697407723,20.179138321995463
B0BMTVR4K7,Mulafnxal Case for Airpods 3 3rd Generation Cute Soft Silicone 3D Funny Fun for Air pod 3 (2021) Cover Unique Fashion Food Design Skin Cartoon Ring Kits Cases for Kids Boys Girls Teen (Flower Water),10.99,4.6,1344,Budget (<$20),Unknown,Earbuds/In-Ear,Mulafnxal,0.36137597054760484,2.383947939262473
B0C1C3L937,"Khaki Leopard Silicone Airpods Pro Case 2019, Gawnock Soft Case Cover Flexible for iPod Pro Case Floral Print Cover for Women Girls with Keychain - Khaki Leopard Cheetah",10.99,4.7,802,Budget (<$20),Unknown,Earbuds/In-Ear,Khaki,0.3708206644889289,2.3333333333333335
B01MD26W0H,GEREE Computer Speakers Headphones Audio Switch Converter Volume Control with 3.5mm Stereo Jack to 3.5mm Stereo Jack Adaptor,,3.5,26,,Unknown,Unknown,GEREE,0.2500256137480939,
B08MW2RZ1L,"Aotao Compatible with Bose Sport Earbuds Silicone Carrying Case (Not fit for Bose QuietComfort Earbuds), Portable Scratch Shock Resistant Cover (Emerald Green)",9.99,3.9,480,Budget (<$20),Unknown,Earbuds/In-Ear,Aotao,0.2904907594134793,2.554987212276215
B0BPS1LWGY,"CYBOTOON AirPods Pro 2nd Generation Leather Case Cover with Button, Genuine Vintage Oil Wax Crazy Horse Cowhide Leather Case for Airpods Pro 2, Indiana Jones Style, The Front LED Visible, Dark Brown",28.99,4.1,26,Entry ($20-50),Unknown,Earbuds/In-Ear,CYBOTOON,0.3100256137480939,7.05352798053528
B0B8HSH5VG,"Winproo Armor Airpods 2nd & 1st Generation Case Cover with Lock Clip, Military Hard Shell Full-Body Shockproof Protective Case Skin with Keychain for Airpods 2nd & 1st Gen (Yellow)",10.99,4.5,389,Budget (<$20),Unknown,Earbuds/In-Ear,Winproo,0.3503975253704175,2.436807095343681
B09KTJ4YG1,"R-fun AirPods 3 Case Cover, Silicone Protective Accessories Skin with Keychain Compatible with Apple AirPod 3rd Generation 2021 for Women Men Girls Boys,Front LED Visible-Mint Green",7.64,4.5,8204,Budget (<$20),Unknown,Earbuds/In-Ear,R-fun,0.3584043830245739,1.6940133037694014
B09HSL3QRG,"OYEALEX Active Noise Cancelling Over Ear Headphone Bluetooth Wireless Headphones with Microphone Deep Bass Foldable Comfortable Headphones for Online Class, Home Office, PC/Cell Phones/Game Orange",24.99,4.1,370,Entry ($20-50),Wireless,Over-Ear,OYEALEX,0.3103780589218661,6.080291970802921
B09ZKKMMW8,"Sony DJ Headphones 4334205465, Black, Standard",89.33,4.7,530,Mid-Range ($50-100),Unknown,Unknown,Sony,0.37054198690966716,18.966029723991507
B0BRNCNSRT,"Headset with Microphone for PC, Environmental Noise Canceling Over-Ear Computer Headphones for Laptop, USB Headset for PC Work, Comfort Wired Headset with Busy Light, Mute Switch & Volume Control",49.99,3.9,124,Entry ($20-50),Wired,Over-Ear,Headset,0.290126019640622,12.78516624040921
B0BJTM1TTQ,"Valkit Compatible Airpods Pro 2nd Generation Case Clear Glitter, Soft TPU AirPods Pro 2 Case Transparent Protective Cover for Women Men Shockproof iPods Pro 2 Case Skin for Airpods Pro 2nd Gen 2022",12.98,4.3,1218,Budget (<$20),Unknown,Earbuds/In-Ear,Valkit,0.3312468772572116,3.0116009280742464
B095VQC2BG,"Hagibis Headphone Stand with Wireless Charging Station, 5 in 1 Headset Holder Fast Wireless Charger for Apple Watch, iPhone 12/11/XS Pro Max, AirPods Pro/2 and Samsung Galaxy Note Series",,3.8,59,,Wireless,Earbuds/In-Ear,Hagibis,0.28005942389557786,
B07TCFQ3MG,"Warmstor 6-Pack 3.5mm Male to Male Auxiliary Audio Cable, Braided 3.5mm Stereo AUX Cord Compatible with Headphone, Car, Speaker, iPhone, iPod, iPad, Laptop, PC, HTC, LG, Google Pixel, Tablet & More",8.99,4.2,49,Budget (<$20),Wired,Unknown,Warmstor,0.3200491783963404,2.135391923990499
B07CTCK5CG,Earphones Black For Samsung Galaxy S8 & S8 Plus+ Samsung AKG EO-IG955,,4.0,510,,Unknown,Unknown,Earphones,0.30052149591119204,
B082T33642,iRAG J01 Kids Headphones Foldable Stereo Tangle-Free 5ft Long Cord 3.5mm Jack Plug in Wired On-Ear Headset for Children/Teens/Boys/Girls/iPad/School/Kindle/Travel/Plane/Tablet (Lavender),13.99,4.7,5866,Budget (<$20),Wired,On-Ear,iRAG,0.3760089853028314,2.970276008492569
B06XGTYTZX,Xberstar Silicone Shock Proof Protective Case Sleeve Skin Cover for AirPods True Wireless Headphone Charging Box (Black),,4.0,119,,Wireless,Earbuds/In-Ear,Xberstar,0.3001208968910033,
B09XKC8ZY9,"CD Player Portable, Portable CD Player with Built-in Speakers, Rechargeable CD Player for Car and Personal Use, Walkman CD Player with Headphones",40.31,4.3,57,Entry ($20-50),Unknown,Unknown,CD,0.3300573747957304,9.352668213457077
B0BG5KMKMW,"R-fun Airpods 3rd Generation Case with Automatic Secure Lock Clip,Armor Protective Hard TPU Case Cover for Apple Airpods 3 2021 Charging Case with Carbon Fiber Keychain-Red",15.99,4.3,279,Budget (<$20),Unknown,Earbuds/In-Ear,R-fun,0.3302848248788043,3.709976798143852
B081J3BB63,"ATUAT AirPods Pro 1st/2nd Generation Case Cover, Protective Silicone Skin Accessories with Keychain for Women Men for Apple AirPods Pro 2019/2022 Charging Case,Front LED Visible-Royal Blue",10.99,4.6,31513,Budget (<$20),Unknown,Earbuds/In-Ear,ATUAT,0.39228561719741195,2.383947939262473
B0BR5D1PY5,"TANTUU Bone Conduction Headphones,Premium Open-Ear Wireless Bluetooth Sport Headphones with Microphones, 20Hr Playtime, Waterproof Wireless Earphones for Workout,Gym,Running,Hiking, Cycling (Black-A)",29.99,3.9,108,Entry ($20-50),Wireless,Unknown,TANTUU,0.29010962684184194,7.670076726342711
B07JQ1QDR9,S.M.S.L SH-8 Headphone Amplifier 6.35mm/Balanced RCA/XLR Input High Performance HiFi Headphone Amplifier,,4.2,30,,Unknown,Unknown,S.M.S.L,0.320029711947789,
B09LLRR1VM,LOBKIN Unicorn Kids Cat Ear Headphones LED Light Up Earphone Wired Adjustable for Boys Girls Back to School Supplies (Multicolor),,4.3,293,,Wired,Unknown,LOBKIN,0.3302991685777369,
B0BVRNXFG2,Skullcandy Set In-Ear Earbuds with USB-C Connector - True Black,21.87,4.4,695,Entry ($20-50),Unknown,Earbuds/In-Ear,Skullcandy,0.34071103764708704,4.959183673469388
B076YNTH7L,VEKEFF Replacement Ear Cushions Pad for Soul by Ludacris SL150 Electronics SE5BLK SL300 High Definition Noise Canceling Headphones,12.99,4.2,65,Budget (<$20),Unknown,Unknown,VEKEFF,0.32006557119512047,3.085510688836105
B0BR3NC79H,"BOLOXA S10 True Wireless Headphones Earbuds,Pink",29.99,5.0,143,Entry ($20-50),Wireless,Earbuds/In-Ear,BOLOXA,0.40014548608917344,5.986027944111776
B085MJCR4D,"Case-Mate Protective AirPod Pro Case Cover, Soft Silicone Cover with Keychain Ring for Men and Women, Compatible with Apple AirPods Pro, Front LED Visible - Iridescent Crystal",,4.6,738,,Unknown,Earbuds/In-Ear,Case-Mate,0.36075509329380845,
B0883FYYKQ,"Professional Headphone Replacement Ear Pads for Bose QuietComfort 35 QC 2 15 25 Earpads Cushion for QC2 QC15 QC25 SoundTrue SoundLink Around-Ear Headphones (QC35/35ii, Black Cushion + Black Mat)",12.99,4.6,278,Budget (<$20),Unknown,Unknown,Professional,0.3602838003288805,2.817787418655098
B0BGHHVWMF,"Earbud Hooks, Ear Attachment Loop for Wireless Ear Hooks for Airpods Universal Earhooks for Airpods Earbuds Anti-Lost Secure 27x48mm (GrayB2)",12.99,2.0,521,Budget (<$20),Wireless,Earbuds/In-Ear,Earbud,0.10053276596035333,6.46268656716418
B07S764D9V,"Panasonic ErgoFit Wired Earbuds, In-Ear Headphones with Microphone and Call Controller, Ergonomic Custom-Fit Earpieces (S/M/L), 3.5mm Jack for Phones and Laptops - RP-TCM125-A (Blue)",13.99,4.3,136251,Budget (<$20),Wired,Earbuds/In-Ear,Panasonic,0.46959492711181083,3.2459396751740144
B09MV384FL,"Wireless Earbuds, WENKEYTWS Bluetooth 5.1 Headphones with Wireless Charging Case, Noise Canceling Mics, 30H Playtime, IPX6 Water Resistance, Hi-Fi Stereo Earphones for iPhone and Android(White)",30.99,4.0,1031,Entry ($20-50),Wireless,Earbuds/In-Ear,Wireless,0.30105528642146917,7.728179551122195
B09NY7NPJN,"Maxjoy for AirPods Pro 2nd Generation Case Cover, Airpods Pro 2 Protective Case with Lock Pro2 Hard Rugged Shockproof Cover with Keychain Compatible with Apple Airpods Pro 2 2022/ Pro 2019, Pink",9.98,4.2,386,Budget (<$20),Unknown,Earbuds/In-Ear,Maxjoy,0.3203944517206463,2.370546318289786
B0C3LZNC5T,"CableCreation 3.5mm Audio Extension Cable, Angle 3.5mm Male to Female Aux Extension Cord Compatible with Beats Headphones, Echo Dog, Phones, Speakers, Home& Car Stereo, 3Feet",6.99,4.6,3741,Budget (<$20),Wired,Unknown,CableCreation,0.36383181671484893,1.5162689804772236
B00YDMW0TU,"Sound Intone HD30 Headphones with Microphone Lightweight Folding Earphones for iPhone,PC,Laptop, Android Smartphones,Tablet (White)",,3.6,90,,Unknown,Unknown,Sound,0.2600911849432143,
B01N1UV2LK,AILIHEN X2 Sports Earbuds Headphones with Microphone for Running Workout Gym Wired Sweatproof Noise Isolating for iOS Tablets Android Smartphones Laptop Tablets Computer MP3/4,,3.6,235,,Wired,Earbuds/In-Ear,AILIHEN,0.260239744682159,
B0BBLNH6F2,"VIOY Aux Cable (20ft), [Copper Shell, Hi-Fi Sound] 3.5mm Male to Male Braided Auxiliary Cord Compatible with Headphone, Smartphone, Home/Car Stereo, Speaker, Echo & More………",9.99,4.7,300,Budget (<$20),Wired,Unknown,VIOY,0.37030634042720323,2.121019108280255
B08FFSZG1N,"Sparkly Case Compatible with AirPods 3rd Generation with Keychain,Shockproof Protective Premium Bling Rhinestone Cover Skin for AirPods 3 Charging Case(not Airpods Pro)",11.99,4.5,9625,Budget (<$20),Unknown,Earbuds/In-Ear,Sparkly,0.3598602684662317,2.658536585365854
B07L3X1PMC,"MRPLUM Ear Hooks for AirPods, Secure Fit Ear Tips for AirPods 3 Pairs Silicone Covers Compatible with iPhone Earpods，Earbuds，White",,4.0,81,,Unknown,Earbuds/In-Ear,MRPLUM,0.3000819639939006,
B08S7D289N,"KZ ZS10 Pro Earbuds Headphone, KZ in Ear Monitor IEM HiFi Earphone with 5 Driver 4BA 1DD with Detachable 0.75mm 2 Pin Cable for Singer Musician Drummer (Purple No Mic)…",49.99,4.5,2425,Entry ($20-50),Wired,Earbuds/In-Ear,KZ,0.35248350901518555,11.084257206208427
B09ZDK214X,"1MORE Stylish True Wireless Earbuds, Bluetooth 5.0, 24-Hour Playtime, Stereo In-Ear Headphones with Charging Case, Built-in Microphone, Alternate Pairing Mode",78.98,4.0,5472,Mid-Range ($50-100),Wireless,Earbuds/In-Ear,1MORE,0.3056053126328714,19.695760598503743
B08CRJHNG1,Jecobb Flex Fabric Earpads Cover Protectors with Stretchable and Washable Lycra for Beats Studio 3/2 Bose QC35 25 15 and Other Headphones with 3-4 Inch Ear Cushions [ 2 Pairs ] (Red),12.99,4.3,297,Budget (<$20),Unknown,Unknown,Jecobb,0.33030326677743194,3.0139211136890953
B0C27XLNH4,"Earbay Wireless Headset, Bluetooth Headset with Microphone Noise Cancelling & USB Dongle, Office Headphones with Mic Mute & Charging Dock for PC Laptop/Cell Phone/Zoom/Skype/Conference/Call Center",65.99,3.8,833,Mid-Range ($50-100),Wireless,Unknown,Earbay,0.2808524255365653,17.320209973753283
B086CYV5FQ,"elago Ice Cream AirPods Case with Keychain Designed for Apple AirPods 1 & 2, Shockproof Protective Skin, Cute Accessories for Girls, Kids, Boys [US Patent Registered] (Blueberry)",14.99,4.8,6112,Budget (<$20),Unknown,Earbuds/In-Ear,elago,0.3862610245840754,3.116424116424117
B08RB1DBQY,"TECKNET Bluetooth Headset, Trucker Bluetooth Headset with AI Noise Cancelling & Mute Button, Wireless Headset with Microphone for PC Home Office Computer Call Center Skype (Grey)",39.99,4.1,8933,Entry ($20-50),Wireless,Unknown,TECKNET,0.3191512799189922,9.729927007299272
B098TKMNKG,FiiO Headphone Amps Portable DAC USB Type-C coaxial 384kHz/32bit (E10K-TC Black),75.99,4.5,304,Mid-Range ($50-100),Unknown,Unknown,FiiO,0.3503104386268982,16.84922394678492
B0BY26KHJJ,"SOULWIT Cooling-Gel Ear Pads Cushions Replacement for Logitech G35 G930 G933 G933S G935 G633 G633S G635 G533 G430 G431 G432 G433 G435 Gaming Headset, Earpads for G332 G230 G231 G233 Headphones",18.95,4.5,130,Budget (<$20),Unknown,Unknown,SOULWIT,0.35013216694016464,4.201773835920178
B0BQTKVGS8,"SoundPEATS Wireless Earbuds Air3 Deluxe HS with Hi-Res Audio Certification and LDAC Codec, Bluetooth 5.2 Earphones with 4 Mics and ENC for Calls, 14.2mm Driver, 60ms Low Latency Game Mode (White)",49.99,4.3,876,Entry ($20-50),Wireless,Earbuds/In-Ear,SoundPEATS,0.33089648118328685,11.598607888631092
B0BRXDR9GF,"SoundPEATS Air Conduction Headphones, RunFree Lite Open-Ear Sports Bluetooth V5.3 Headphones with Bass Boost and 17 Hours, Sweatproof Ultralight Headset for Running, Workouts, Comfortable Fit, USB-C",29.99,4.0,132,Entry ($20-50),Wireless,Unknown,SoundPEATS,0.3001342160400121,7.478802992518704
B09KGSLSTX,"Airpods 3rd Generation Case, CAGOS Cute Airpod Gen 3 Case Floral Hard Protective Cover for Women Girls Compatible with Apple iPod 3rd Generation Charging Case (Light Blue)",9.99,4.6,496,Budget (<$20),Unknown,Earbuds/In-Ear,Airpods,0.36050715221225943,2.1670281995661607
B0BN6MVJK6,"Myinnov Active Noise Cancelling Wireless Earbuds,Bluetooth 5.3 Headphones with 6 Microphones,Ture Wireless in-Ear Detection Ear Buds, IPX6 Waterproof Stereo Earphones for iPhone&Android",19.99,3.7,119,Budget (<$20),Wireless,Earbuds/In-Ear,Myinnov,0.27012089689100327,5.388140161725067
B07QKX28XR,"KZ ZS10 Pro, Linsoul 4BA+1DD 5 Driver in Ear Monitor, HiFi Metal Earphones, with Stainless Steel Faceplate, 2 Pin Detachable Cable (Without Mic, Black)",49.99,4.6,9684,Entry ($20-50),Wired,Unknown,KZ,0.3699207169117333,10.843817787418656
B01N2YBVFG,"BluePhonic Bluetooth Earbuds Headphones, Best Wireless Sports Earbuds w/Mic HD Stereo Sweatproof Earphones for Gym Running Workout IPX7 Waterproof Noise Cancelling Earphones Noise Cancelling Headsets",,4.1,5231,,Wireless,Earbuds/In-Ear,BluePhonic,0.315358396101246,
B0BKFTR49S,Baofeng Walkie Talkies Rechargeable Transceiver Long Range Two-Way Radios with Earphone 4 Pack Interphone UHF Handheld Rechargeable BF-888s Comunicadores for Outdoor Security Work Communication,50.99,4.4,863,Mid-Range ($50-100),Unknown,Unknown,Baofeng,0.3408831620342781,11.562358276643991
B0BYP43P6R,"JoySolar for Airpod 1&2 Case, Cute Cartoon 3D Soft Silicone Air Pods Funny Cover, Kawaii Fun Cool Keychain Design Shell, Drink Fashion Stylish Girls Kids Teens Women Cases for Airpods (Coffee Workee)",10.99,4.6,3154,Budget (<$20),Unknown,Earbuds/In-Ear,JoySolar,0.3632304059096039,2.383947939262473
B0BL79KPTX,WFOELVR Open Ear Wireless Headphones Bluetooth Headphones Wirless Earbuds Bluetooth Earbuds Wireless Earphones Bluetooth Earphones (G37-Black),13.99,4.1,30,Budget (<$20),Wireless,Earbuds/In-Ear,WFOELVR,0.31002971194778894,3.40389294403893
B09XX4J56H,"Genuine Leather Case Compatible with AirPods Pro Case, VOMA Protective Cover for AirPods Pro Wireless Charging Case Headphones, Soft Leather Cover with Keychain Retro Floral",11.99,4.6,4484,Budget (<$20),Wireless,Earbuds/In-Ear,Genuine,0.36459305730819996,2.6008676789587857
B076KGV5ZL,in Ear Headphones Maxtronic Metasonics Earbud with Line-in Microphone Heavy Bass Dynamic Driver Earphones with Non Tangle Fabric Braid for Running Gym iOS Android Phones Music Player iPhone,,3.9,42,,Unknown,Earbuds/In-Ear,in,0.290042006546874,
B09SY3VKQK,"Zotech 3 Pcs Silicone Eartips Ear Buds Replacement Earphone Ear Tips for Plantronics Voyager 5200 & Voyager Legend Headset (Black, Medium)",6.99,3.7,58,Budget (<$20),Unknown,Unknown,Zotech,0.2700583993456541,1.8840970350404314
B09339W2T2,"Mindkoo Kids Wireless Headphones Bluetooth, Cat Ear Over Ear Headphones, LED Light Up 7 Color Blinking, Safe Foldable Headset Stero, with Microphone, for Kids & Adults",19.99,4.4,1231,Budget (<$20),Wireless,Over-Ear,Mindkoo,0.34126019640622046,4.532879818594104
B07YNMH7ML,"Black 9ft Gold Plated Design 3.5mm Male to 2.5mm Male Car Auxiliary Audio Cable Cord Headphone Connect Cable for Apple, Android Smartphone, Tablet and MP3 Player",7.99,4.3,2350,Budget (<$20),Wired,Unknown,Black,0.33240666777090383,1.8538283062645013
B08VNLSM15,PRTUKYT 6S Wireless Bluetooth Headphones Over Ear,19.99,4.1,1948,Budget (<$20),Wireless,Over-Ear,PRTUKYT,0.3119947987015537,4.86374695863747
B09D8VNMVL,"JOYHOOSH Wireless Earbuds, Bluetooth Earbuds ANC Active Noise Cancelling,Bluetooth 5.1 in-Ear Headphones with MIC, Stereo Wireless Earphones 35H with Charging Case for iOS and Android cellphones",59.99,4.0,16,Mid-Range ($50-100),Wireless,Earbuds/In-Ear,JOYHOOSH,0.3000153682488564,14.960099750623442
B07ZZ1RRQN,DamonLight AirPods Pro Case [Supprts Mag-Safe Charging] [Seperating Case Design] Shock-Proof Soft Silicone Cover for Airpods Pro Charging Case (Purple),11.99,4.5,3889,Budget (<$20),Unknown,Earbuds/In-Ear,DamonLight,0.35398345010356497,2.658536585365854
B07P2YK7X5,"Earbuds, MIATONE Wired in- Ear Earbuds with Microphone, Dynamic Crystal Clear Sound Ergonomic Ear Buds Earphones Headphones for Android, BlackBerry - Black",,4.3,299,,Wired,Earbuds/In-Ear,"Earbuds,",0.3303053158772794,
B07QXKN974,"Headphones Replacement Ear Pads,for Bose Quietcomfort QC15 QC25 QC35 35 ii (Grey)",12.99,4.6,2461,Budget (<$20),Unknown,Unknown,Headphones,0.36252039281244075,2.817787418655098
B08YKHW429,"CozyPhones Sleep Headphones - Over Ear Headphones from Ultra Thin Cool Mesh Wired for Side Sleepers, Meditation, Running, Laptop, and Phone - Purple Lycra",19.99,3.9,2843,Budget (<$20),Wired,Over-Ear,CozyPhones,0.2929117708833157,5.112531969309463
B083TGM1DP,"URBAN ARMOR GEAR UAG Compatible with AirPod Pro Case Full-Body Protective Rugged Water Resistant Soft-Touch Silicone with Detachable Carabiner, Olive Drab/Orange",,4.1,2465,,Unknown,Earbuds/In-Ear,URBAN,0.3125244910121358,
B00JYFT4PO,"SleepPhones AcousticSheep Classic | Corded Headphones for Sleep, Travel, and More | The Original and Most Comfortable Headphones for Sleeping | Soft Gray - Fleece Fabric (Size M)",39.95,4.0,731,Entry ($20-50),Unknown,Unknown,SleepPhones,0.3007479214443422,9.962593516209477
B08VFPHJTY,"OULUOQI for AirPods 3 Case Cover (2021 Version), Soft Silicone Case with Fur Ball Keychain for Girl,Women, Shockproof Protective Cover for AirPods 3 gen Charging Case [Visible Front LED]-Wine red",5.4,4.5,5563,Budget (<$20),Unknown,Earbuds/In-Ear,OULUOQI,0.3556985466759332,1.197339246119734
B09JB72BH3,FiiO UTWS5 Amplifier Bluetooth Earbuds Hook Wireless 96kHz/24bit High Resolution Bluetooth 5.2 Standard MMCX 30hrs Battery Life IPX4,139.99,3.8,143,Premium ($100-200),Wireless,Earbuds/In-Ear,FiiO,0.2801454860891734,36.74278215223098
B0BC82D47P,BLXBUDS G2 Wireless Earbuds - Wireless Bluetooth Headphones with Charging Case | TWS Dual-Stereo Earphones | Bluetooth Earbuds with Microphone for iPhone and Android | Up to 6 Hours Battery Life,49.99,3.4,357,Entry ($20-50),Wireless,Earbuds/In-Ear,BLXBUDS,0.24036473977285727,14.659824046920823
B07JQYYCK8,Powerbeats2 Wireless In-Ear Headphone - White (Old Model) (Renewed),,4.1,244,,Wireless,Earbuds/In-Ear,Powerbeats2,0.3102489656314728,
B09Q6K38G1,"PlayZoom 2 Kids Smartwatch & Headphones - Video Camera Selfies STEM Learning Educational Fun Games, MP3 Music Player Audio Books Touch Screen Sports Digital Watch Gift for Kids Toddlers Boys Girls",40.0,4.3,2183,Entry ($20-50),Unknown,Unknown,PlayZoom,0.3322355679336365,9.280742459396752
B01MS84FFI,"Bluetooth Headphone Case, Hard Shell with Carabiner Clip for Neckband Bluetooth Headsets Compatible with LG Tone, LG XL5, Samsung Level, MPow Jaws, Jabra Halo, BeatsX, Amorno, Aukey",8.0,4.4,411,Budget (<$20),Wireless,Unknown,Bluetooth,0.3404200654687402,1.8140589569160996
B07FKN9JKZ,"ABRAMTEK Bluetooth Audio Adapter Music Receiver with Built-in Amplifier for Headphones, Headset, Speaker, Car (Support Hands-Free Call, TF Card and FM Radio)",,3.8,18,,Wireless,Unknown,ABRAMTEK,0.28001741734870383,
